,preds,explanations
224,question,"The utterance ""what ? beg your pardon"" is classified as a question because it starts with the question word ""what"" and seeks clarification or repetition of the previous statement."
225,inform,"The first utterance ""John is in prison now. He was caught stealing."" is classified as Informative because it provides factual information about John being in prison and the reason for his arrest. "
226,inform,"The second utterance ""i just cann't believe my ears !"" expresses surprise or disbelief. It is an informative speech act as it conveys the speaker's emotional state, rather than seeking information or issuing a command. "
227,question,"The third utterance ""Can I help you?"" is classified as a Question because it seeks information and is a direct inquiry to offer assistance. "
228,inform,"The fourth utterance ""I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look."" is classified as Informative because it provides information about the speaker's situation and seeks guidance or suggestions. "
229,commissive,"The fifth utterance ""i'll certainly try to help you.what topic is your paper on ?"" is a commissive speech act as the speaker commits to providing assistance. It also contains a question seeking information about the topic of the paper."
230,inform,"The first utterance ""my paper is on the influence of television on children"" is classified as informative because it provides information about the topic of the speaker's paper. "
231,directive,"The second utterance ""there are several possible sources you might use for that topic. I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television"" is classified as directive. The speaker is giving advice and suggesting a course of action to the listener, which is to use the computer to find relevant scientific journals. "
232,inform,"The third utterance ""thank you for your help"" is classified as informative. It expresses gratitude for the help received, but it does not seek information or give a command. "
233,question,"The fourth utterance ""hey, Ted. What are you up to this Friday?"" is classified as a question. The speaker is seeking information about Ted's plans for the upcoming Friday. "
234,inform,"The fifth utterance ""well, I have the day off from work"" is classified as informative. The speaker is providing information about their schedule and stating that they have the day off from work."
235,inform,"The utterance ""that's great! do you have any plans?"" is classified as Informative because it expresses excitement and then asks for information about the listener's plans. It seeks to gather information rather than make a commitment, give a command, or provide factual information. "
236,inform,"The utterance ""well, I've been working so hard lately, so I'll probably just take it easy"" is classified as Informative because it shares the speaker's personal experience and future intention. It does not make a commitment, give a command, or seek information. "
237,inform,"The utterance ""sounds nice"" is classified as Informative because it expresses agreement or approval without making a commitment, giving a command, or seeking information. "
238,inform,"The fourth utterance ""yeah, I'll probably just stay in and relax. maybe watch a few movies"" provides more information about the speaker's plans and preferences. It can be classified as an Informative speech act because the speaker is sharing information about their intended course of action. "
239,directive,"The utterance ""can I stop by?"" is classified as Directive because it is a question that seeks permission or a willingness to allow the speaker to visit. It aims to influence the behavior of the listener by requesting their consent."
240,commissive,"The utterance ""sure . any time ."" does not contain any commitment or promise, so it does not fit the criteria for a commissive speech act. It also does not give any command or request, so it is not a directive speech act. The utterance does not provide any information or convey knowledge, so it is not an informative speech act. Therefore, it is classified as ""Commissive"" because it expresses a willingness or agreement to perform an action in the future. "
241,directive,"The utterance ""you honestly believe the world's improving every year?"" is a question that seeks information or confirmation. The speaker is asking for the listener's belief about the improvement of the world. Therefore, it is classified as ""Directive."" "
242,inform,"The utterance ""yes, I do. I think that science is making us wiser. What do you think?"" provides information and conveys the speaker's opinion. The speaker is sharing their belief that science is making people wiser and then asking for the listener's opinion. Therefore, it is classified as ""Informative."" "
243,inform,"The utterance ""I don't think you're right there."" is an assertion of disagreement and expresses a personal opinion. It does not fit the characteristics of any specific speech act, so it is classified as an Informative. "
244,inform,"The utterance ""I believe industry is making us wealthier."" is a statement expressing the speaker's belief about the impact of industry on wealth. It does not involve a commitment, request, or seeking information. Therefore, it is classified as ""Informative"" because it provides information or conveys knowledge."
245,directive,"The utterance ""I don't believe that"" expresses disbelief or disagreement, which is characteristic of a Directive speech act. "
246,inform,"The utterance ""And in my opinion, medicine is making us healthier"" provides an opinion or personal view, which falls under the Informative speech act category. "
247,inform,"The utterance ""I agree with you in the sense. But we're all more miserable than ever, aren't we?"" acknowledges agreement but also expresses a contrasting viewpoint, making it an Informative speech act. "
248,inform,"The utterance ""I don't agree with you. I maintain that we're healthier, wealthier, and wiser than we were a hundred years ago"" presents a clear disagreement and supports it with a claim, indicating an Informative speech act. "
249,inform,"The fifth utterance ""That's your opinion, not mine."" is classified as Informative because it asserts that the previous statement is an opinion and distinguishes it from the speaker's own perspective. It does not seek information or elicit a response."
250,question,"The first utterance ""what do you plan to do for your birthday?"" is a question because it is seeking information about the speaker's plans for their birthday. "
251,inform,"The second utterance ""i want to have a picnic with my friends, mum."" is informative because it is a statement that provides information about the speaker's desire to have a picnic with their friends. "
252,directive,"The third utterance ""how about a party at home? that way we can get together and celebrate it."" is a directive because it is a suggestion or proposal for the listener to consider having a party at home. "
253,directive,The fourth utterance is classified as a Directive because it states the speaker's intention to invite their friends home and directs the listener's attention to this action. 
254,question,"The fifth utterance ""how may i help you?"" is a question because it is seeking information about how the speaker can assist the listener."
255,commissive,"The first utterance ""I would like to return this book"" contains the verb ""like,"" which indicates a desire or intention to perform an action. It also uses the first-person pronoun ""I,"" suggesting a personal commitment. Therefore, it is classified as a Commissive speech act. "
256,question,"The second utterance ""Is that all you need?"" begins with the question word ""Is,"" indicating a request for information or clarification. It seeks confirmation or denial of a particular situation. Hence, it is classified as a Question speech act. "
257,commissive,"The third utterance ""I also want to check out this video"" includes the verb ""want,"" expressing a desire or intention to perform an action. It uses the first-person pronoun ""I,"" indicating personal commitment. Therefore, it is classified as a Commissive speech act. "
258,question,"The fourth utterance ""Is that all you would like to check out?"" starts with the question word ""Is,"" seeking confirmation or denial of a particular situation. It is asking for the extent of the listener's desires or intentions. Hence, it is classified as a Question speech act. "
259,inform,"The fifth utterance ""That's all I need"" is a declarative statement that provides information about the speaker's desires or intentions. It does not seek any response or specific action from the listener. Therefore, it is classified as an Informative speech act."
260,question,"The first utterance ""do you have your library card?"" is classified as a Question because it is using an interrogative form and seeks information from the listener. "
261,inform,"The second utterance ""here it is"" is classified as Informative because it provides a statement without eliciting a specific response. It simply provides information about the location of the library card. "
262,directive,"The third utterance (""make sure to take proper care of this video."") is classified as a directive because it contains a command or instruction, asking the listener to take care of the video. "
263,inform,"The fourth utterance ""that won't be a problem"" is classified as Informative because it provides a statement without seeking a specific response. It simply reassures that there won't be any issues. "
264,commissive,"The fifth utterance ""if you damage the video, you will be fined"" is classified as a Commissive because it includes a conditional statement and warns the listener about a future consequence if they damage the video."
265,commissive,"The utterance ""I won't damage it"" contains future-oriented language (""won't"") and a first-person pronoun (""I""), indicating a commitment or promise, which classifies it as a commissive speech act. "
266,question,"The utterance ""What's the matter with you then? You look miserable"" begins with the interrogative phrase ""What's the matter,"" indicating that it is a question speech act. "
267,inform,"The utterance ""It's us"" is a declarative statement providing information, classifying it as an informative speech act. "
268,question,"The utterance ""What do you mean by us"" starts with the interrogative phrase ""What do you mean,"" classifying it as a question speech act. "
269,inform,"The utterance ""Well, you always say you're busy"" is a declarative statement providing information, classifying it as an informative speech act."
270,inform,"The utterance ""that's right"" is classified as Informative because it is a declarative statement providing agreement or confirmation to a previous statement or question. "
271,directive,"The utterance ""and you often go back to live with your parents and leave our son in the room by himself"" is classified as Directive because it expresses a complaint and implies a request for the listener to change their behavior. "
272,inform,"The utterance ""i ... i ... i miss my parents, also they miss me"" consists of the speaker expressing their longing or emotional connection to their parents. It is an informative speech act as the speaker is conveying their feelings and sharing personal information. "
273,directive,"The utterance ""oh, I remember, I cut terrible calls, and you didn't say anything about it"" is classified as Directive because it expresses frustration and implies a request for the listener to acknowledge or address the issue of not providing support. "
274,question,"The utterance ""you mean I am groaned a few words?"" is classified as a Question because it seeks clarification or confirmation from the listener about a statement made."
275,directive,"The first utterance ""totally not . perhaps it's about our marriage ."" does not fit the typical linguistic and semantic features of any specific speech act category. It appears to be a response that does not fall into the categories of commissive, directive, informative, or question speech acts. Therefore, it is classified as unclassified. "
276,directive,"The utterance ""hi , mary . you look pale today . what's the matter with you ?"" is a clear example of a Directive speech act. It contains imperative verbs (""look"" and ""what's the matter"") and is a direct attempt to get information from the listener. "
277,inform,"The utterance ""i think i've caught a cold . now i'm aching all over ."" is classified as Informative because it is providing information about the speaker's current condition and symptoms. "
278,directive,"The utterance ""you'd better take some medicine and have a good rest . i hope you'll be yourself pretty soon ."" is a Directive speech act. The speaker is giving advice and making a suggestion to the listener, using imperative verbs (""take"" and ""have"") and expressing their hope for the listener to recover soon. "
279,inform,"The fifth utterance ""thank you . i suppose i should go to see a doctor ."" is a response expressing gratitude followed by the speaker's opinion that they should go see a doctor. It falls under the Informative category as it provides information about the speaker's intention to seek medical assistance. Note: The first utterance has been classified as unclassified as it does not fit into any of the predefined speech act categories."
280,directive,The first utterance is classified as a Directive because it suggests an action or request for going for a drink. 
281,directive,"The utterance ""Great idea! Peter, I could use the drink"" is classified as Directive because it expresses agreement with the previous suggestion and indirectly requests the same action from Peter. "
282,directive,"The utterance ""How about the new bar across the road?"" is classified as Directive because it proposes a specific action (going to the new bar) and seeks the listener's opinion or agreement. "
283,inform,The fourth utterance is classified as Informative because it provides information about the quality of the food at the new bar. 
284,inform,"The utterance ""I agree, I had lunch there last week"" is classified as Informative because it shares the speaker's personal experience and provides information about their agreement with the previous comment."
285,commissive,"The utterance ""excellent ! that sounds like a plan"" includes the use of enthusiastic language (""excellent"") and expresses agreement and approval, indicating a commissive speech act where the speaker is expressing a positive commitment to a future action. "
286,directive,"The utterance ""could you tell me the right time, please?"" involves the use of a polite request (""could you"") and the word ""please,"" indicating a directive speech act where the speaker is asking the listener for information. "
287,inform,"The utterance ""well . my watch says five past two . but it's no use relying on it because it has been gaining and losing these last few days"" provides descriptive information about the speaker's watch, indicating an informative speech act where the speaker is conveying facts and explaining the reason why their watch may not be accurate. "
288,directive,"The utterance ""you have to go and fix it"" includes a direct command (""you have to"") and the use of the imperative verb ""fix,"" indicating a directive speech act where the speaker is giving a command or instruction to the listener. "
289,commissive,"The utterance ""yes . I will"" includes a clear declaration and use of the future tense (""I will""), indicating a commissive speech act where the speaker is making a promise or commitment to do something in the future."
290,question,"The utterance asks for information about the listener's family history, indicating a question speech act. "
291,inform,"The utterance provides information about the listener's mom working on the family tree, indicating an informative speech act. "
292,question,"The utterance asks for a specific piece of information (whether the listener has a copy of the family tree), indicating a question speech act. "
293,commissive,"The fourth utterance is commissive because the speaker offers to show the family tree, expressing a commitment to do so in the present moment. "
294,question,"The utterance asks for information about the size of the listener's extended family, indicating a question speech act."
295,inform,"The utterance provides information about the number of cousins on the speaker's mom's and dad's side, indicating an informative speech act. "
296,question,"The utterance is a direct question asking about the closeness to first-cousins, indicating a question speech act. "
297,inform,"The utterance provides information about the speaker's relationship with their cousins, indicating an informative speech act. "
298,question,"The utterance is a direct question asking about the head of the speaker's household, indicating a question speech act. "
299,inform,"The utterance provides information about the speaker's mother and grandmother's roles in the family, indicating an informative speech act."
300,inform,The utterance provides an observation followed by a question seeking information about the grandfather's opinion. It is classified as Informative because it shares a statement and then seeks information. 
301,inform,The utterance provides information about the speaker's step-mother and their grandmother. It is classified as Informative as it shares information about their family dynamics. 
302,inform,"The utterance draws a comparison between the speaker and the grandmother's attitude towards the step-mother, which helps in understanding the speaker's perspective. It is an Informative speech act. "
303,directive,The utterance is a greeting followed by a question inviting the listener to go boating. It is classified as Directive as it is a request for the listener to engage in an activity. 
304,question,The utterance expresses interest in going boating and seeks information about the timing. It is classified as a Question as it directly seeks information.
305,question,"The utterance ""how about tomorrow afternoon?"" is classified as a Question because it is formed using an interrogative word (""how"") and seeks information or clarification about the timing. "
306,directive,"The utterance ""sure. where shall I meet you?"" is classified as a Directive because it includes an imperative verb (""meet"") and is a request for the listener to provide information or instructions on the meeting location. "
307,inform,"The utterance ""at the gate of the park"" is classified as Informative because it provides specific information about the meeting location. "
308,inform,"The utterance ""great. I look forward to meeting you"" is classified as Informative because it expresses the speaker's anticipation for the meeting without seeking any specific information or eliciting a response. "
309,inform,"The utterance ""see you then"" is classified as Informative because it informs the listener of the speaker's intention to meet without seeking any additional information or eliciting a response."
310,directive,"The utterance ""see you"" is classified as a Directive speech act because it is a common way to bid farewell and implies a request for the listener to see the speaker again. "
311,question,"The utterance ""i hear that you've been to the saikei ski resort for the weekend. did you enjoy it?"" is classified as a Question speech act as it seeks information and clarification from the listener about their experience at the ski resort. "
312,inform,"The utterance ""yes, it's so exciting, though i had the most falls in our skiing team"" is classified as an Informative speech act as it provides information regarding the speaker's experience at the ski resort and their performance in the skiing team. "
313,question,"The utterance ""isn't there any coach to teach you how to ski?"" is classified as a Question speech act as it seeks information and clarification about the presence of a ski coach at the resort. "
314,inform,"The utterance ""of course there is. the top-level coaches there are from the state sports general administration"" is classified as an Informative speech act as it provides information and confirms the presence of top-level coaches at the ski resort from the state sports general administration."
315,directive,"The utterance ""could you move smoothly?"" contains an imperative verb ""move"" and uses polite language with the word ""could,"" indicating that it is a directive speech act, specifically a request to move smoothly. "
316,inform,"The utterance ""yes. my face even ached in the icy wind."" is an informative speech act as it provides information about the speaker's experience of their face aching in the icy wind. "
317,question,"The utterance ""what happened afterwards?"" is a question speech act as it starts with the interrogative word ""what"" and seeks information about what happened after a certain event or situation. "
318,inform,"The utterance ""I was skiing on and on excitedly until I realized one thing-I could not stop! You can just imagine how terrified I was."" is an informative speech act as it provides a description of the speaker's skiing experience. "
319,inform,"The utterance ""poor girl!"" is an informative speech act as it expresses sympathy or empathy towards a girl, indicating a feeling or opinion about her situation."
320,inform,"The utterance ""you look pale recently"" is classified as Informative because it provides a description or observation about the listener's appearance. "
321,inform,"The utterance ""yeah. i have got much pressure in the company. i have to be wrapped upon my work"" is also classified as Informative. It shares information about the speaker's current situation and the pressure they are facing at work. "
322,directive,"The utterance ""take good care of yourself"" is classified as Directive because it instructs the listener to engage in a specific action. "
323,commissive,"The utterance ""thank you. i will"" is classified as Commissive because it includes a commitment or promise to comply with the previous directive. "
324,question,"The utterance ""hey, Maggie, did you hear about David?"" is classified as Question because it seeks information or confirmation from the listener about whether they have heard about David."
325,inform,"The first utterance ""about david? no, I didn’t hear anything"" is classified as Informative because the speaker is providing information that they did not hear anything about David. "
326,inform,"The second utterance ""you know, about david and his new boss"" is classified as Informative because the speaker is providing information by discussing David and his new boss. "
327,directive,"The third utterance ""sorry, I don’t quite follow you"" is classified as Directive because the speaker is requesting clarification or further information. "
328,inform,"The fourth utterance ""well, I heard David has been fired"" is classified as Informative because the speaker is providing information by sharing what they heard about David being fired. "
329,inform,"The fifth utterance ""oh, that is a shame. he is really hard working"" is classified as Informative because the speaker is providing information by expressing their opinion about David's work ethic."
330,question,"The first utterance is a question because it starts with the interrogative word ""how"" and seeks information about someone's usual method of transportation to school. "
331,directive,The second utterance is classified as a directive because it asks the listener to choose or express a preference for a form of transport. 
332,inform,The third utterance is informative because it explains the speaker's personal feelings and actions related to using a bicycle or a car. 
333,inform,The fourth utterance is informative because it expresses the speaker's opinion about discouraging the use of private cars due to pollution. 
334,inform,The fifth utterance is informative because it agrees with the previous statement and provides personal difficulty with stopping car usage.
335,inform,The first utterance is classified as informative because it provides information and expresses an opinion about cars being bad for the environment. 
336,question,The second utterance is classified as a question because it directly asks if the listener has a car. 
337,inform,The third utterance is classified as informative because it provides information about the speaker not having a car anymore and the reasons for switching to a bicycle. 
338,commissive,The fourth utterance is classified as commissive because the speaker expresses a possibility or intention to sell their car. 
339,directive,"The fifth utterance is classified as directive because it suggests a course of action for the listener to consider, which is selling the car to save money."
340,inform,"The first utterance is classified as Informative because it provides information about the speaker's expenses related to gas, insurance, and repairs. "
341,directive,"The second utterance is classified as Directive because it suggests an action for the listener to consider, which is to ride a bicycle to class instead of driving. "
342,inform,The third utterance is classified as Informative because it expresses the speaker's personal desire to lose weight and relates it to the impact of having a car. 
343,directive,"The fourth utterance is classified as Directive because it proposes a course of action, which is to go to a car dealership and try to sell the listener's car for a good price. "
344,commissive,The fifth utterance is classified as Commissive because it expresses the speaker's commitment and agreement to the proposed plan of going to a car dealership.
345,question,"The utterance ""what's wrong with him?"" is a question speech act because it is seeking information or clarification about someone's condition or situation. "
346,inform,"The utterance ""his nose is out of joint because we forgot to invite him to the party"" is an informative speech act because it provides an explanation or description of why someone's nose is out of joint. "
347,question,"The utterance ""what are you going to do for one year abroad, Tom?"" is a question speech act because it is seeking information or clarification about Tom's plans for a year abroad. "
348,inform,"The utterance ""study, study, study. I want to learn a lot"" is an informative speech act because it provides information about the speaker's intention to study and learn. "
349,directive,"The utterance ""you are going to take courses?"" is a directive speech act because it is indirectly requesting or suggesting that the person takes courses."
350,commissive,"The first utterance ""yes . i am going to take some university courses there ."" includes future-oriented language (""going to"") and a commitment to taking university courses. Therefore, it is classified as a commissive speech act. "
351,inform,"The second utterance ""sounds hard ."" is a statement expressing an opinion or reaction, without any commitment or request. It does not fit the criteria for any specific speech act, so it is classified as an informative speech act. "
352,inform,"The third utterance ""yes, but I think it's probably for the best"" is also an informative speech act as it provides an opinion or explanation regarding the situation. It does not request action, make a promise, or seek information. "
353,question,"The fourth utterance ""won't you get lonely?"" is a question speech act as it seeks information or clarification about the potential loneliness of the person. It is formed using an interrogative structure and seeks a response. "
354,inform,"The fifth utterance ""hey, I am a pretty cool guy. I will make friends, and I'll have a lot of extracurricular activities too. You know, like fencing, or theater or something"" is an informative speech act as it shares information about the person's ability to make friends and engage in extracurricular activities. It does not request action, make a promise, or seek information."
355,question,"The first utterance is classified as a Question because it starts with ""isn't"" and includes the interrogative phrase ""don't you see."" The speaker is seeking confirmation or information about the weather and asking for assistance in watering the flowers. "
356,directive,"The second utterance is classified as a Directive because it includes the imperative verb ""do"" and a question-like structure (""do you think I have to?""). This suggests that the speaker is giving a command in the form of a request or seeking Jack's opinion on whether they should do something. "
357,inform,"The third utterance is classified as Informative because it consists of a declarative statement (""we haven't watered them for quite a few days""). The speaker is providing information to Jack about their actions or the current state of the flowers. "
358,inform,The fourth utterance is classified as Informative because it includes declarative statements about the weather and the possibility of rain. The speaker is providing information about the observation of dark clouds and predicting that it will rain soon. 
359,directive,"The fifth utterance is classified as a Directive because it includes the imperative phrase ""we don't have to work."" The speaker is giving a command or expressing a preference that they and Jack don't have to work due to the weather."
360,inform,"The utterance ""but i don't think it's so nice"" is classified as ""Informative"" because it expresses an opinion or belief about something without requesting any specific information or action. "
361,question,"The utterance ""why?"" is classified as ""Question"" because it directly seeks information or clarification from the listener. "
362,inform,"The utterance ""the weather report says it's going to rain for a whole week"" is classified as ""Informative"" as it shares information about the weather forecast without making a request or expressing an opinion. "
363,inform,"The utterance ""oh, i'm afraid all the flowers will die in the rain"" is classified as ""Informative"" as it expresses a concern or opinion about the potential impact of the rain without requesting any specific action or information. "
364,inform,"The utterance ""on, darn. the grocery store is closed"" is classified as ""Informative"" as it shares information about the grocery store being closed without requesting any specific action or information."
365,inform,"The first utterance ""yeah, this one closes at ten. we could drive to the 24-hour store on sixth."" is classified as Informative because it provides information about the store's closing time and suggests an alternative option. "
366,commissive,"The second utterance ""alright. we are out of everything."" is classified as Commissive because it expresses a commitment or intention to take action (i.e., restocking). "
367,inform,"The third utterance ""i wish the store close to us was open 24-house a day."" is classified as Informative because it expresses a wish or desire for the store to have different operating hours. "
368,inform,"The fourth utterance ""i know, our schedules are so weird. sometimes, the little corner store is the only thing within walking distance that’s open when we get home."" is classified as Informative because it provides information about the speaker's schedule and the convenience of the corner store's operating hours. "
369,inform,"The fifth utterance ""yeah, and the prices there are very high."" is classified as Informative because it provides information about the prices at the corner store."
370,inform,"The utterance ""I know. Three dollars for milk."" is classified as Informative because it provides information about the speaker's knowledge of the price of milk. "
371,question,"The utterance ""Do you think they two will get married?"" is classified as a Question because it seeks information or confirmation from the listener about their opinion on the possibility of two people getting married. "
372,commissive,"The utterance ""You can count on it."" is classified as Commissive because it expresses assurance or commitment, indicating that the speaker can be relied upon. "
373,inform,"The utterance ""I think so. Yes, they get along so well."" is classified as Informative because it provides the speaker's opinion and explanation about the positive relationship between two individuals. "
374,inform,"The utterance ""I like him. He's good for her."" is classified as Informative because it expresses the speaker's opinion about the positive impact one person has on another."
375,inform,"The utterance ""you're right . he sure is ."" does not involve any requests, commitments, or directives. It is simply providing information about a situation, making it an informative speech act. "
376,question,"The utterance ""dad , where are we off to ?"" includes the question word ""where"" and seeks information about the destination, making it a question speech act. "
377,inform,"The utterance ""first we will go to the city centre and stop for something to drink . then we will visit the university museum ."" provides sequential information about the speaker's plan. It is an informative speech act. "
378,question,"The utterance ""where are we going to have a drink ?"" includes the question word ""where"" and seeks information about the location to have a drink, making it a question speech act. "
379,inform,"The utterance ""there is a coffee shop round the corner . can you see that big building at the end of the road ?"" provides information about the location of a coffee shop and seeks confirmation or acknowledgement from the listener, making it an informative speech act."
380,question,"The first utterance, ""yes ?"", is classified as a Question because it ends with a question mark and seeks information or clarification. "
381,inform,"The second utterance, ""that is a bank . the coffee shop is opposite the bank ."", is classified as Informative because it provides information about the location of a bank and a coffee shop. "
382,commissive,"The third utterance, ""good . i will have hot chocolate ."", is classified as Commissive because it expresses the speaker's intention to have hot chocolate. "
383,directive,"The fourth utterance, ""a stop ! wait for the lights to turn green ."", is classified as Directive because it includes imperative verbs and commands the listener to wait for the lights to turn green. "
384,inform,"The fifth utterance, ""when crossing the road you must always pay attention to what's around you ."", is classified as Informative because it provides advice and information about crossing the road safely."
385,question,"The first utterance is classified as a Question because it begins with the word ""how"" and seeks information about the distance to the museum. "
386,inform,The second utterance is classified as Informative because it provides a response indicating uncertainty and a plan of action to ask for directions in the coffee shop. 
387,directive,The third utterance is classified as a Directive because it instructs the listener to find a table while the speaker gets the drinks. 
388,question,"The utterance ""how about going to the cinema tonight?"" is a question because it is asking for someone's opinion or suggestion. "
389,question,"The fifth utterance is classified as a Question because it begins with the phrase ""what's on"" and seeks information about what is showing at the cinema tonight."
390,inform,"The first utterance ""I am not sure about the name of the film, but I know it's a romantic one"" is classified as Informative because it provides information about the speaker's knowledge of the film genre. "
391,inform,The second utterance is also classified as Informative because the speaker expresses their preference for thrillers over romantic films. 
392,question,The third utterance is classified as a Question because the speaker is seeking the listener's opinion on whether they think the film is too bloody. 
393,inform,"The fourth utterance ""On the contrary, very exciting"" is classified as Informative because it provides an opposing opinion to the previous statement and shares the speaker's perspective on the film. "
394,inform,"The fifth utterance ""I feel so uncomfortable"" is classified as Informative because it expresses the speaker's personal discomfort without seeking any specific action or information from the listener."
395,question,"The first utterance ""are you sick?"" is a question because it starts with an interrogative word ""are"" and seeks information from the listener. "
396,inform,"The second utterance ""no. the teacher is dragging the chalk over the blackboard. it set my teeth on edge."" is informative because it provides a description of a situation and shares a personal experience. "
397,inform,"The third utterance ""he'll finish writing in a minute."" is informative as it shares an estimation of time regarding the completion of an action. "
398,commissive,"The fourth utterance ""i have made up my mind. i am getting a tattoo."" is a commissive speech act because it includes the speaker's commitment to a future action, getting a tattoo. "
399,question,"The fifth utterance ""really? are you sure?"" is a question because it starts with interrogative words ""really"" and ""are"" and seeks confirmation or clarification from the listener."
400,directive,The first utterance is classified as a Directive because the speaker is expressing their desire to get a tattoo and possibly seeking validation or agreement from the listener. 
401,inform,"The second utterance is classified as Informative because the speaker is providing information about tattoos, including their permanence and the pain associated with the process. "
402,question,The third utterance is classified as a Question because the speaker is seeking clarification or confirmation. 
403,inform,"The fourth utterance is classified as Informative because the speaker is providing information about the tattoo process, specifically mentioning the use of a machine with a needle to insert the ink. "
404,inform,The fifth utterance is classified as Informative because the speaker is expressing their lack of knowledge about tattoos and providing a contrasting belief.
405,directive,"The first utterance is classified as a directive because it contains suggestions and instructions for the listener to reconsider and do research, find a tattoo parlor, and ensure hygiene. "
406,directive,The second utterance is also classified as a directive because it suggests the idea of getting a tongue piercing. 
407,question,The third utterance is classified as a question because it seeks information about the purpose of the screen near the steering wheel. 
408,inform,The fourth utterance is classified as informative because it provides information about the screen being a portable TV and its popularity. 
409,question,The fifth utterance is classified as a question because it seeks information about what is on the portable TV every day.
410,inform,"The first utterance is classified as Informative because it mentions various types of content that can be found on TV, such as news, documentaries, music, movies, and noncommercial ads. "
411,question,The second utterance is classified as a Question because it directly asks if there is anything interesting. 
412,inform,The third utterance is classified as Informative because it provides a response to the previous question and shares the speaker's opinion about the value of TV in education. 
413,question,The fourth utterance is classified as a Question because it asks if there are any commercials on TV. 
414,inform,"The fifth utterance is classified as Informative because it confirms the presence of commercials on TV and explains the reason behind it, which is the need for TV stations to make money from commercials."
415,inform,"The first utterance ""that makes a lot of sense. does the tv work well?"" is classified as Informative because it provides a response to a previous statement and seeks information about the functioning of the TV. "
416,question,"The second utterance ""not always. it depends on the transmission of the satellite signals."" is classified as Question because it directly answers the question asked in the first utterance by providing information about the TV's performance. "
417,inform,"The third utterance ""i got it. do you pay for the programs?"" is classified as Informative because it acknowledges understanding and seeks information about the payment for TV programs. "
418,inform,"The fourth utterance ""yes, 50 yuan per month."" is classified as Informative because it provides a direct answer to the previous question, specifying the payment amount. "
419,directive,"The fifth utterance ""oh, no!"" is classified as Directive because it expresses a negative reaction, possibly indicating a request for a solution or assistance in response to the previous information."
420,inform,"The utterance ""how dreadful!"" expresses an evaluative judgment and conveys the speaker's reaction or opinion. It does not seek information or influence the listener's behavior, so it is classified as an Informative speech act. "
421,inform,"The utterance ""look at the view from the window."" is classified as Informative because it provides information about the speaker's action of looking at the view from the window. "
422,inform,"The utterance ""oh, dear. that's terrible. not at all what i expected."" is classified as Informative because it expresses the speaker's opinion about the situation, providing information about their disappointment. "
423,question,"The utterance ""it's awful, isn't it?"" is a question that seeks confirmation or agreement from the listener. It aims to elicit information from the listener, so it is classified as a Question speech act. "
424,inform,"The utterance ""i can't bear to look at it. i'm rather disappointed."" is classified as Informative because it provides information about the speaker's inability to look at something and their feeling of disappointment."
425,commissive,"The utterance ""it can't be helped"" shows resignation or acceptance of a situation. This falls under the category of a commissive speech act where the speaker acknowledges that the situation is unavoidable. "
426,question,"The utterance ""what do you do in your free time, Nancy?"" is a direct question. It seeks information about Nancy's activities in her free time, making it a question speech act. "
427,inform,"The utterance ""well, I like playing the violin"" is an informative speech act. It provides information about the speaker's personal preference or interest in playing the violin. "
428,question,"The utterance ""really? how long have you been playing the violin?"" is another question that seeks information about the duration of Nancy's violin playing. It contains interrogative form and seeks a specific piece of information. "
429,inform,"The utterance ""about ten years so far. I started learning when I was in middle school"" is an informative speech act. It provides information about the duration and start of the speaker's violin-learning experience."
430,inform,"The utterance ""that's really interesting"" expresses interest in the previous statement, but it does not involve a commitment, request, or the sharing of information. Hence, it is classified as an Informative speech act. "
431,directive,"The utterance ""sure. so what about you? do you have any hobbies?"" includes a polite agreement (""sure"") followed by a direct request for information (""so what about you? do you have any hobbies?""). Therefore, it is classified as a Directive speech act. "
432,inform,"The utterance ""well, I like collecting matchbox! I'm not sure if that counts, though"" shares information about the speaker's hobby, but it also expresses uncertainty about whether it qualifies as a hobby. This makes it an Informative speech act. "
433,inform,"The utterance ""of course it does. everybody has his own hobby"" is an informative statement that affirms the previous statement and provides a general statement about hobbies. It does not involve a request for action or the sharing of new information, so it is classified as an Informative speech act. "
434,question,"The utterance ""how can I tell her about this?"" is a direct question seeking information or advice on how to communicate something to someone. Therefore, it is classified as a Question speech act."
435,commissive,"The utterance ""don't worry, you'll find a way"" includes future-oriented language (""you'll find a way"") and reassurance (""don't worry""), indicating a commissive speech act where the speaker is providing assurance and committing to finding a solution. "
436,inform,"The utterance ""there is no need to be so frustrated"" provides information and offers reassurance, conveying an informative speech act. "
437,question,"The utterance ""how can you live without a job in the future?"" is a question speech act as it is seeking information or clarification about the listener's ability to live without a job in the future. "
438,commissive,"The utterance ""don't worry, you'll find a way"" is again a commissive speech act, similar to the first utterance, where the speaker is providing reassurance and committing to finding a solution. "
439,question,"The utterance ""what sports do you like to play?"" is a question speech act as it is seeking information about the listener's preferences regarding sports."
440,inform,"The first utterance ""I like baseball and basketball"" is an informative speech act as it is conveying personal preferences or opinions. "
441,question,"The second utterance ""How about football?"" is a question speech act as it is seeking information or seeking the listener's opinion on football. "
