,Unnamed: 0,speaker,content,block,session
7644,1381,Ashley,"//So,",1,2103
7644,1381,Ashley,what’s happening?,1,2103
7645,1382,Katya, //What did they say?,1,2103
7646,1383,Oleg, Because we still have a whole hour,1,2103
7647,1384,Ashley, Yes.,1,2103
7648,1385,Oleg, before completion…and…,1,2103
7649,1386,Saleh, DeChurch?,1,2103
7650,1387,Vika, [UI],1,2103
7651,1388,Ashley," Yes,",1,2103
7651,1388,Ashley,but there is still a relay task we have to do after this.,1,2103
7652,1389,Saleh, Hm.,1,2103
7653,1390,Ashley," Yeah…But according to the instructions it says that DeChurch nine and ten are kind of done throughout this,",1,2103
7653,1390,Ashley,so…I think it’s right after this first one.,1,2103
7654,1391,Vika, How’s your battery?,1,2103
7655,1392,Vika, Okay?,1,2103
7656,1393,Ashley, I’m hungry.,1,2103
7656,1393,Ashley,Very hungry.,1,2103
7657,1394,Katya, It can feel it…chewing.,1,2103
7658,1395,Oleg," Yes,",1,2103
7658,1395,Oleg,it is…starting soon.,1,2103
7659,1396,Katya, Seven hours?,1,2103
7660,1397,Oleg, Turning off…the batteries.,1,2103
7661,1398,Ashley," So,",1,2103
7661,1398,Ashley,"is yours,",1,2103
7661,1398,Ashley,"like,",1,2103
7661,1398,Ashley,kind of in freeze mode right now?,1,2103
7662,1399,Will," Yeah,",1,2103
7662,1399,Will,//just give it a minute.,1,2103
7663,1400,Oleg, //What are we waiting for now?,1,2103
7664,1401,Will, We are waiting while…,1,2103
7665,1402,Oleg, For the guys on the other end to accept everything?,1,2103
7666,1403,Katya," Damn,",1,2103
7666,1403,Katya,why is it taking so long?,1,2103
7666,1403,Katya,//They were the ones that chose the point.,1,2103
7667,1404,Oleg," //For me,",1,2103
7667,1404,Oleg,nothing…nothing is moving.,1,2103
7668,1405,Oleg, One thing that…do you remember what depth it was?,1,2103
7669,1406,Katya, One thousand…,1,2103
7670,1407,Vika, The depth of what?,1,2103
7671,1408,Katya, Four hundred something.,1,2103
7671,1408,Katya,"One thousand four hundred and eighty-two,",1,2103
7671,1408,Katya,to be exact.,1,2103
7672,1409,Oleg," In terms of energy,",1,2103
7672,1409,Oleg,it was a match.,1,2103
7673,1410,Vika, It is…not limited…,1,2103
7674,1411,Katya, What matched?,1,2103
7675,1412,Oleg," In terms of energy,",1,2103
7675,1412,Oleg,it’s very…,1,2103
7676,1413,Katya," In terms of money,",1,2103
7676,1413,Katya,it’s also a match.,1,2103
7676,1413,Katya,We’ll be drilling for a long time.,1,2103
7677,1414,Ashley," So,",1,2103
7677,1414,Ashley,"it,",1,2103
7677,1414,Ashley,"basically says that once we finish the Design task,",1,2103
7677,1414,Ashley,complete survey DeChurch nine.,1,2103
7677,1414,Ashley,Do you think we should just start?,1,2103
7678,1415,Vika, So…,1,2103
7679,1416,Will," But don’t we gotta…why would we…I mean,",1,2103
7679,1416,Will,do that right now?,1,2103
7680,1417,Ashley," It said…I mean,",1,2103
7680,1417,Ashley,"it says that it happens,",1,2103
7680,1417,Ashley,"like,",1,2103
7680,1417,Ashley,throughout this.,1,2103
7680,1417,Ashley,"So,",1,2103
7680,1417,Ashley,"like,",1,2103
7680,1417,Ashley,DeChurch ten is after the Relay one.,1,2103
7681,1418,Saleh, Okay.,1,2103
7681,1418,Saleh,Let’s go.,1,2103
7682,1419,Ashley," //So,",1,2103
7682,1419,Ashley,I don’t know.,1,2103
7682,1419,Ashley,Should we start it?,1,2103
7683,1420,Oleg," //Okay,",1,2103
7683,1420,Oleg,does anyone have anything live at all?,1,2103
7684,1421,Will, Yeah.,1,2103
7684,1421,Will,"I mean,",1,2103
7684,1421,Will,if it says it…,1,2103
7685,1422,Vika, DeChurch now?,1,2103
7685,1422,Vika,Nine?,1,2103
7686,1423,Ashley, Yeah.,1,2103
7687,1424,Vika, Okay.,1,2103
7688,1425,Katya, Right now?,1,2103
7689,1426,Saleh, Multiteam task battery.,1,2103
7690,1427,Will," So,",1,2103
7690,1427,Will,I think this one sucks.,1,2103
7691,1428,Ashley, What?,1,2103
7692,1429,Will, I think this one sucks.,1,2103
7693,1430,Saleh, Yeah.,1,2103
7694,1431,Will, But I could be wrong.,1,2103
7695,1432,Ashley, So…,1,2103
7696,1433,Oleg, Yes.,1,2103
7697,1434,Ashley," Yeah,",1,2103
7697,1434,Ashley,"so,",1,2103
7697,1434,Ashley,DeChurch nine.,1,2103
7697,1434,Ashley,Ugh…,1,2103
7698,1435,Oleg, DeChurch…Okay…,1,2103
7699,1436,Katya, It’s a beautiful color.,1,2103
7700,1437,Vika, Mhm.,1,2103
7701,1438,Oleg, DeChurch…,1,2103
7702,1439,Oleg, Post…multiteam?,1,2103
7702,1439,Oleg,"Battery,",1,2103
7702,1439,Oleg,right?,1,2103
7703,1440,Ashley, DeChurch nine.,1,2103
7703,1440,Ashley,"So,",1,2103
7703,1440,Ashley,yeah post multiteam task battery.,1,2103
7704,1441,Oleg," There,",1,2103
7704,1441,Oleg,DeChurch – good job.,1,2103
7704,1441,Oleg,They translated everything here.,1,2103
7705,1442,Oleg, Very convenient.,1,2103
7705,1442,Oleg,And that program part – not so much.,1,2103
7706,1443,Katya," You’re a mechanical engineer,",1,2103
7706,1443,Katya,"Oleg,",1,2103
7706,1443,Katya,right?,1,2103
7707,1444,Oleg," No,",1,2103
7707,1444,Oleg,I’m the bio.,1,2103
7708,1445,Katya, Bio?,1,2103
7708,1445,Katya,//Biochemical?,1,2103
7709,1446,Oleg, // Biochemical.,1,2103
7710,1447,Ashley, //Biochemical.,1,2103
7711,1448,Katya, Biochemical.,1,2103
7711,1448,Katya,Okay.,1,2103
7712,1449,Oleg, Biochemical.,1,2103
7713,1450,Oleg," For drilling,",1,2103
7713,1450,Oleg,for [UI]… I wanted to ask a question: What is a [SL] sedimentologist.,1,2103
7713,1450,Oleg,It’s planetary geology.,1,2103
7714,1451,Vika, Planetary geology is a group.,1,2103
7715,1452,Oleg, And a sedimentologist?,1,2103
7716,1453,Vika," Hello,",1,2103
7716,1453,Vika,Google.,1,2103
7716,1453,Vika,"Shoot,",1,2103
7716,1453,Vika,we don’t have Google.,1,2103
7717,1454,Oleg, That means we don’t know.,1,2103
7718,1455,Katya," Ashley,",1,2103
7718,1455,Katya,"you are sedimentologist,",1,2103
7718,1455,Katya,right?,1,2103
7719,1456,Saleh, Who is biochemical?,1,2103
7720,1457,Ashley," No,",1,2103
7720,1457,Ashley,that’s him.,1,2103
7721,1458,Vika, Oleg.,1,2103
7722,1459,Saleh, You?,1,2103
7723,1460,Ashley, I’m the meteorology.,1,2103
7724,1461,Katya," Oh,",1,2103
7724,1461,Katya,okay.,1,2103
7725,1462,Ashley, Mhm.,1,2103
7726,1463,Saleh, Martian?,1,2103
7727,1464,Ashley," Martian meteorology,",1,2103
7727,1464,Ashley,yeah.,1,2103
7728,1465,Oleg, [SL] How much will it be?,1,2103
7729,1466,Saleh, Vika?,1,2103
7730,1467,Vika, Hydrogeologist.,1,2103
7731,1468,Ashley, Hydrogeologist.,1,2103
7732,1469,Vika, Hydro…,1,2103
7733,1470,Ashley, Sorry.,1,2103
7734,1471,Vika, Thank you.,1,2103
7734,1471,Vika,Thank you.,1,2103
7735,1472,Saleh, Hydrogeologist.,1,2103
7736,1473,Vika, Thank you.,1,2103
7737,1474,Ashley," No,",1,2103
7737,1474,Ashley,"I was just clarifying,",1,2103
7737,1474,Ashley,sorry.,1,2103
7738,1475,Saleh, [SL] It’s written “Sirius”,1,2103
7739,1476,Oleg," Okay…Okay…one,",1,2103
7739,1476,Oleg,"two,",1,2103
7739,1476,Oleg,three…Oh!,1,2103
7739,1476,Oleg,All five!,1,2103
7739,1476,Oleg,I forgot myself.,1,2103
7740,1477,Vika, Oops.,1,2103
7741,1478,Oleg," Katya,",1,2103
7741,1478,Oleg,which one is correct for you: drilling or operation?,1,2103
7741,1478,Oleg,"Drilling,",1,2103
7741,1478,Oleg,right?,1,2103
7742,1479,Katya," Drilling,",1,2103
7742,1479,Katya,"yes,",1,2103
7742,1479,Katya,a drilling specialist.,1,2103
7743,1480,Vika, What?,1,2103
7744,1481,Katya, This point was moving around here for me.,1,2103
7745,1482,Vika, I see.,1,2103
7745,1482,Vika,Hallucinations.,1,2103
7746,1483,Katya, Look how beautiful it is.,1,2103
7747,1484,Vika," Oh,",1,2103
7747,1484,Vika,why are you doing this?,1,2103
7748,1485,Katya, I just accidentally pressed it with my hand.,1,2103
7749,1486,Vika, Cool.,1,2103
7750,1487,Saleh," Ah,",1,2103
7750,1487,Saleh,done.,1,2103
7751,1488,Katya, Good job.,1,2103
7752,1489,Vika, Really?,1,2103
7753,1490,Saleh, Yeah.,1,2103
7754,1491,Katya, //[UI] NASA,1,2103
7755,1492,Will, //Lucky man.,1,2103
7756,1493,Saleh, [UI],1,2103
7757,1494,Vika, //We’re NASA.,1,2103
7758,1495,Oleg," Saleh,",1,2103
7758,1495,Oleg,are you done?,1,2103
7758,1495,Oleg,"How fast you are,",1,2103
7758,1495,Oleg,right?,1,2103
7758,1495,Oleg,How did you do it?,1,2103
7758,1495,Oleg,Without looking?,1,2103
7758,1495,Oleg,So …//just put everything in the same spot?,1,2103
7759,1496,Saleh, [UI],1,2103
7760,1497,Katya, What?,1,2103
7761,1498,Vika, What?,1,2103
7762,1499,Oleg," You’re done,",1,2103
7762,1499,Oleg,too?,1,2103
7763,1500,Will, Mhm.,1,2103
7764,1501,Saleh," You’re done,",1,2103
7764,1501,Saleh,huh?,1,2103
7765,1502,Will, Okay…Do we log out of the Project RED?,1,2103
7766,1503,Saleh, Me?,1,2103
7767,1504,Will," I mean,",1,2103
7767,1504,Will,all of us.,1,2103
7768,1505,Ashley, Yeah.,1,2103
7769,1506,Oleg, [UI],1,2103
7770,1507,Will, Relay.,1,2103
7771,1508,Saleh," So,",1,2103
7771,1508,Saleh,what do we have now?,1,2103
7772,1509,Will, Now we have Project RED Relay which is another type of task.,1,2103
7772,1509,Will,You’ll see.,1,2103
7772,1509,Will,It’s a lot easier and a lot cooler.,1,2103
7773,1510,Saleh, Mhm.,1,2103
7774,1511,Will," I thought it said on the thing to do it after,",1,2103
7774,1511,Will,though.,1,2103
7775,1512,Saleh, Which one?,1,2103
7776,1513,Will," I thought you said,",1,2103
7776,1513,Will,it says that DeChurch nine…,1,2103
7777,1514,Saleh, There is DeChurch ten also.,1,2103
7778,1515,Will, And ten.,1,2103
7778,1515,Will,But after we do Project RED.,1,2103
7779,1516,Saleh, Yeah.,1,2103
7780,1517,Will, Whatever.,1,2103
7780,1517,Will,If it says in the directions.,1,2103
7781,1518,Saleh, It’s mentioned [UI],1,2103
7782,1519,Katya," What,",1,2103
7782,1519,Katya,did we have it already?,1,2103
7783,1520,Vika," Yes,",1,2103
7783,1520,Vika,yes.,1,2103
7784,1521,Katya, Where are the prompts?,1,2103
7784,1521,Katya,I still don’t see the promised prompts.,1,2103
7785,1522,Vika, What prompts?,1,2103
7786,1523,Katya, It says there: “There will be prompts”… “Carefully read the prompt”,1,2103
7787,1524,Vika," Maybe,",1,2103
7787,1524,Vika,they mean these things.,1,2103
7788,1525,Katya, Oh.,1,2103
7789,1526,Vika," Can you tell me,",1,2103
7789,1526,Vika,on the Signoff page…is something happening for you?,1,2103
7790,1527,Will, No.,1,2103
7791,1528,Ashley, Not yet.,1,2103
7792,1529,Saleh, Should we sign off?,1,2103
7793,1530,Ashley, [UI],1,2103
7794,1531,Will, You already did.,1,2103
7795,1532,Saleh," Log out,",1,2103
7795,1532,Saleh,I mean.,1,2103
7796,1533,Will, I guess so.,1,2103
7796,1533,Will,Log out.,1,2103
7797,1534,Vika, Log out?,1,2103
7798,1535,Saleh, I don’t know.,1,2103
7799,1536,Will, Unless…//I don’t know.,1,2103
7799,1536,Will,"So,",1,2103
7799,1536,Will,what do we have to do to go…,1,2103
7800,1537,Saleh," //Ashley,",1,2103
7800,1537,Saleh,we’re waiting for you.,1,2103
7801,1538,Ashley, I’m not the //only one still taking…I’m still…I’m still…,1,2103
7802,1539,Saleh, //Everyone finished.,1,2103
7803,1540,Vika," Ash,",1,2103
7803,1540,Vika,we have to do…,1,2103
7804,1541,Ashley, I’m still taking the survey.,1,2103
7804,1541,Ashley,Give me a second.,1,2103
7805,1542,Will," Now,",1,2103
7805,1542,Will,do we go to…,1,2103
7806,1543,Ashley, We have some time to review the Relay.,1,2103
7807,1544,Katya," Oh,",1,2103
7807,1544,Katya,my God.,1,2103
7807,1544,Katya,I lost the…,1,2103
7808,1545,Saleh, [UI],1,2103
7809,1546,Will, What did you lose?,1,2103
7810,1547,Vika, Your questionnaire?,1,2103
7811,1548,Katya, I lost Project RED.,1,2103
7812,1549,Will," Oh,",1,2103
7812,1549,Will,that’s fine.,1,2103
7813,1550,Ashley," I think,",1,2103
7813,1550,Ashley,"it’s,",1,2103
7813,1550,Ashley,"probably,",1,2103
7813,1550,Ashley,okay.,1,2103
7814,1551,Vika, Yeah.,1,2103
7815,1552,Ashley, I think we’re…,1,2103
7816,1553,Vika," //Yes,",1,2103
7816,1553,Vika,I think so.,1,2103
7817,1554,Katya," //Should I open it again,",1,2103
7817,1554,Katya,yes?,1,2103
7818,1555,Will," Go to Desktop,",1,2103
7818,1555,Will,"and then we go to Project RED Relay,",1,2103
7818,1555,Will,but don’t minimize this.,1,2103
7819,1556,Katya," Shoot,",1,2103
7819,1556,Katya,how do I do it?,1,2103
7820,1557,Will, Don’t minimize.,1,2103
7820,1557,Will,You should open…,1,2103
7821,1558,Saleh, Okay.,1,2103
7822,1559,Oleg," Hold on,",1,2103
7822,1559,Oleg,hold on.,1,2103
7823,1560,Saleh, Huh?,1,2103
7824,1561,Will," So,",1,2103
7824,1561,Will,open the…,1,2103
7825,1562,Saleh, Where?,1,2103
7826,1563,Will, //Open File Explorer.,1,2103
7827,1564,Saleh, //[UI],1,2103
7828,1565,Will," So,",1,2103
7828,1565,Will,open File Explorer.,1,2103
7829,1566,Saleh, Here?,1,2103
7830,1567,Will, Mhm.,1,2103
7831,1568,Saleh, Go to your Desktop.,1,2103
7832,1569,Vika, Sorry.,1,2103
7833,1570,Oleg, //Damn!,1,2103
7834,1571,Katya, //I didn’t minimize.,1,2103
7835,1572,Will, Mhm.,1,2103
7836,1573,Saleh, [UI],1,2103
7837,1574,Will, Go to Project RED Relay.,1,2103
7838,1575,Vika, Oops.,1,2103
7839,1576,Katya," Project RED Design,",1,2103
7839,1576,Katya,right?,1,2103
7840,1577,Saleh, Design and Relay videos?,1,2103
7841,1578,Will, Project RED Relay.,1,2103
7841,1578,Will,Not Project RED Design.,1,2103
7842,1579,Saleh, This is what?,1,2103
7842,1579,Saleh,"Oh,",1,2103
7842,1579,Saleh,okay.,1,2103
7843,1580,Vika, Oh.,1,2103
7844,1581,Will, Okay.,1,2103
7845,1582,Saleh, [SL] Dragon?,1,2103
7846,1583,Vika," [SL] Oh,",1,2103
7846,1583,Vika,huge.,1,2103
7847,1584,Saleh, Then?,1,2103
7848,1585,Katya, I opened it.,1,2103
7849,1586,Will," So,",1,2103
7849,1586,Will,choose your… who you are.,1,2103
7850,1587,Oleg," So,",1,2103
7850,1587,Oleg,we’re continuing with these here?,1,2103
7851,1588,Ashley, Yes.,1,2103
7852,1589,Katya, I don’t have the third tab.,1,2103
7852,1589,Katya,"You neither,",1,2103
7852,1589,Katya,right?,1,2103
7852,1589,Katya,"So,",1,2103
7852,1589,Katya,are we starting all over again?,1,2103
7853,1590,Vika, Let’s find it.,1,2103
7853,1590,Vika,What was it?,1,2103
7853,1590,Vika,Twenty…forty…,1,2103
7854,1591,Will," So,",1,2103
7854,1591,Will,now we choose two.,1,2103
7854,1591,Will,Two people //that you’re gonna wanna send messages to.,1,2103
7855,1592,Katya, //Twenty-five forty-one.,1,2103
7855,1592,Katya,Twenty-five forty-one.,1,2103
7856,1593,Vika, [UI],1,2103
7857,1594,Will," So,",1,2103
7857,1594,Will,"we’re opening Relay,",1,2103
7857,1594,Will,when are we finishing?,1,2103
7858,1595,Vika," Oh,",1,2103
7858,1595,Vika,my previous ones…,1,2103
7859,1596,Ashley, //I’m still not done here.,1,2103
7860,1597,Saleh, //Two people for…huh?,1,2103
7861,1598,Vika, It opened the previous points for me.,1,2103
7862,1599,Saleh," So,",1,2103
7862,1599,Saleh,I have to select two people //just to send them messages?,1,2103
7862,1599,Saleh,Like in the previous task?,1,2103
7863,1600,Ashley, //Good idea.,1,2103
7864,1601,Will," Yeah,",1,2103
7864,1601,Will,"so,",1,2103
7864,1601,Will,"we’re gonna get…there’s like…there’s like…no,",1,2103
7864,1601,Will,"no,",1,2103
7864,1601,Will,no.,1,2103
7864,1601,Will,"There is like a fake email thing,",1,2103
7864,1601,Will,and you just have to forward it to people.,1,2103
7864,1601,Will,You don’t have to read it;,1,2103
7864,1601,Will,you don’t have to do anything with it.,1,2103
7864,1601,Will,You just…,1,2103
7865,1602,Ashley," But you have to read,",1,2103
7865,1602,Ashley,"like,",1,2103
7865,1602,Ashley,"the topic of it,",1,2103
7865,1602,Ashley,"what it is,",1,2103
7865,1602,Ashley,"so that //you know,",1,2103
7865,1602,Ashley,"like,",1,2103
7865,1602,Ashley,to who is a better person…,1,2103
7866,1603,Will," //Yeah,",1,2103
7866,1603,Will,yeah.,1,2103
7866,1603,Will,There is a subject line.,1,2103
7866,1603,Will,"You read the subject line,",1,2103
7866,1603,Will,and you forward it to one of the people that you choose.,1,2103
7866,1603,Will,You have to choose two people.,1,2103
7867,1604,Ashley, [UI],1,2103
7868,1605,Saleh," So,",1,2103
7868,1605,Saleh,anything?,1,2103
7868,1605,Saleh,Oh.,1,2103
7869,1606,Katya, And where is it?,1,2103
7869,1606,Katya,Where are we doing it?,1,2103
7870,1607,Vika," //Wait,",1,2103
7870,1607,Vika,is this Project RED again?,1,2103
7871,1608,Ashley," //Well,",1,2103
7871,1608,Ashley,no.,1,2103
7871,1608,Ashley,"You pick two people in the beginning who you would like to be on your team,",1,2103
7871,1608,Ashley,basically.,1,2103
7872,1609,Katya, //Where?,1,2103
7873,1610,Will, //Project RED relay.,1,2103
7874,1611,Vika, Oh.,1,2103
7875,1612,Will, Okay.,1,2103
7875,1612,Will,Here’s how we do it.,1,2103
7876,1613,Ashley, And then they will give you something in your…,1,2103
7877,1614,Vika, Okay.,1,2103
7878,1615,Ashley," mailbox,",1,2103
7878,1615,Ashley,"//and,",1,2103
7878,1615,Ashley,"say,",1,2103
7878,1615,Ashley,"like,",1,2103
7878,1615,Ashley,"the topic says “Oh,",1,2103
7878,1615,Ashley,"we need to know about depth of the drill,",1,2103
7878,1615,Ashley,basically”.,1,2103
7878,1615,Ashley,"And out of the two people that you’ve picked,",1,2103
7878,1615,Ashley,you pick who you think the best person would be to get that message next.,1,2103
7879,1616,Will," //We’ll say,",1,2103
7879,1616,Will,we are doing…Desktop…,1,2103
7880,1617,Vika, //Yeah.,1,2103
7881,1618,Will, //Damn!,1,2103
7882,1619,Vika, Individual role.,1,2103
7882,1619,Vika,Where?,1,2103
7882,1619,Vika,No.,1,2103
7883,1620,Will, Mhm…Now...,1,2103
7884,1621,Saleh, Who is mechanical engineer here?,1,2103
7885,1622,Ashley, [UI],1,2103
7886,1623,Will, It’s showing it.,1,2103
7887,1624,Katya, Relay.,1,2103
7888,1625,Vika, Relay.,1,2103
7889,1626,Katya, Relay.,1,2103
7889,1626,Katya,Mhm.,1,2103
7890,1627,Vika, Okay.,1,2103
7891,1628,Will, What is this?,1,2103
7892,1629,Ashley," Oh,",1,2103
7892,1629,Ashley,my God!,1,2103
7892,1629,Ashley,How many…,1,2103
7893,1630,Saleh, [UI],1,2103
7894,1631,Will," Hold on,",1,2103
7894,1631,Will,"hold on,",1,2103
7894,1631,Will,hold on…Yes.,1,2103
7894,1631,Will,"Let’s close,",1,2103
7894,1631,Will,let’s close.,1,2103
7894,1631,Will,Okay.,1,2103
7894,1631,Will,"Now,",1,2103
7894,1631,Will,choose yourself.,1,2103
7895,1632,Saleh, Waiting for players to…,1,2103
7896,1633,Katya, Thank you.,1,2103
7897,1634,Saleh, [UI],1,2103
7898,1635,Oleg, Okay…,1,2103
7899,1636,Will, Hm?,1,2103
7900,1637,Saleh, //I put you?,1,2103
7901,1638,Oleg," //So,",1,2103
7901,1638,Oleg,are we going back there?,1,2103
7902,1639,Will," Okay,",1,2103
7902,1639,Will,yeah.,1,2103
7902,1639,Will,Sure.,1,2103
7903,1640,Ashley, Alright.,1,2103
7903,1640,Ashley,"//Let’s all…let’s all relax because we’ve gotta start at the same time,",1,2103
7903,1640,Ashley,so…,1,2103
7904,1641,Saleh, //I think I will forward to you.,1,2103
7905,1642,Will," Well,",1,2103
7905,1642,Will,no.// No.,1,2103
7905,1642,Will,"There is a lobby,",1,2103
7905,1642,Will,"so,",1,2103
7905,1642,Will,it’s fine.,1,2103
7906,1643,Salah, //We stopped.,1,2103
7906,1643,Salah,We’re waiting.,1,2103
7907,1644,Ashley, Okay.,1,2103
7908,1645,Oleg," Okay,",1,2103
7908,1645,Oleg,guys.,1,2103
7908,1645,Oleg,Let’s go back to that…,1,2103
7909,1646,Saleh, Sixty-six.,1,2103
7910,1647,Ashley, Yes.,1,2103
7910,1647,Ashley,//I think we can close it.,1,2103
7911,1648,Vika, //Project RED Relay.,1,2103
7912,1649,Ashley, Yes.,1,2103
7913,1650,Will, Could you show him?,1,2103
7914,1651,Oleg, Shall I close RED?,1,2103
7915,1652,Ashley, Yes.,1,2103
7915,1652,Ashley,And you can open Project Relay or Project RED Relay.,1,2103
7916,1653,Will, Just don’t minimize…//don’t minimize the camera.,1,2103
7916,1653,Will,"So,",1,2103
7916,1653,Will,it’s like…,1,2103
7917,1654,Katya, //Go to Desktop.,1,2103
7918,1655,Oleg," Well,",1,2103
7918,1655,Oleg,"camera,",1,2103
7918,1655,Oleg,"yes,",1,2103
7918,1655,Oleg,"and here,",1,2103
7918,1655,Oleg,//Project RED should I close it?,1,2103
7919,1656,Ashley," //Project RED you just close,",1,2103
7919,1656,Ashley,right?,1,2103
7920,1657,Vika, To Desktop…,1,2103
7921,1658,Will, Yes.,1,2103
7921,1658,Will,Close it any way you want.,1,2103
7922,1659,Ashley, [UI],1,2103
7923,1660,Oleg, And now – this one.,1,2103
7924,1661,Vika, The next one.,1,2103
7925,1662,Ashley, Design.,1,2103
7925,1662,Ashley,"Dude,",1,2103
7925,1662,Ashley,stop!,1,2103
7925,1662,Ashley,Like…,1,2103
7926,1663,Oleg, Drilling?,1,2103
7927,1664,Saleh, Seventy-five.,1,2103
7928,1665,Oleg," Okay,",1,2103
7928,1665,Oleg,we choose.,1,2103
7928,1665,Oleg,Who do we choose?,1,2103
7929,1666,Will, Have you chosen already?,1,2103
7930,1667,Vika, Yes.,1,2103
7931,1668,Katya," Yes,",1,2103
7931,1668,Katya,we’re waiting for somebody…twenty-five percent…,1,2103
7932,1669,Ashley, Jesus!,1,2103
7932,1669,Ashley,You guys have all done the survey?,1,2103
7933,1670,Ashley, //You guys actually think about these?,1,2103
7934,1671,Vika," //Yes,",1,2103
7934,1671,Vika,"we are waiting for you,",1,2103
7934,1671,Vika,Ash.,1,2103
7935,1672,Ashley," Okay,",1,2103
7935,1672,Ashley,I’m just fucking slow apparently,1,2103
7936,1673,Katya, //Can I drink some coffee?,1,2103
7937,1674,Will, //Focus on the survey.,1,2103
7937,1674,Will,Don’t think about other things.,1,2103
7938,1675,Ashley, God!,1,2103
7938,1675,Ashley,//[UI],1,2103
7939,1676,Katya, //Maybe some coffee?,1,2103
7940,1677,Vika, Right now?,1,2103
7940,1677,Vika,Are you sure?,1,2103
7940,1677,Vika,Maybe yes.,1,2103
7941,1678,Oleg, Which one?,1,2103
7942,1679,Will, //Eighty-three percent…,1,2103
7943,1680,Vika, //Maybe after that?,1,2103
7944,1681,Ashley, [UI],1,2103
7945,1682,Vika, To take a break…,1,2103
7946,1683,Ashley and Saleh, //[UI],1,2103
7947,1684,Vika, Oh my God…,1,2103
7948,1685,Katya, Shall we get some dried strawberries?,1,2103
7948,1685,Katya,For snacking…,1,2103
7949,1686,Vika," Guys,",1,2103
7949,1686,Vika,dry strawberry?,1,2103
7949,1686,Vika,Hm?,1,2103
7950,1687,Ashley, Uh-huh.,1,2103
7951,1688,Saleh, Yeah.,1,2103
7952,1689,Ashley, [UI],1,2103
7953,1690,Vika, I’ll get it…Here it is.,1,2103
7953,1690,Vika,//Or is it on the first shelf?,1,2103
7953,1690,Vika,"On the first shelf,",1,2103
7953,1690,Vika,hold on…,1,2103
7954,1691,Saleh, //[SL] Why the AC is not working?,1,2103
7954,1691,Saleh,Huh?,1,2103
7954,1691,Saleh,Do you feel hot?,1,2103
7955,1692,Will," No,",1,2103
7955,1692,Will,I’m good.,1,2103
7956,1693,Vika," Yes,",1,2103
7956,1693,Vika,there it is.,1,2103
7957,1694,Katya, Found it?,1,2103
7958,1695,Vika, Yes… Pass it on.,1,2103
7959,1696,Will," Oleg has chosen,",1,2103
7959,1696,Will,right?,1,2103
7960,1697,Vika, No.,1,2103
7961,1698,Oleg," What do you mean,",1,2103
7961,1698,Oleg,no?,1,2103
7962,1699,Vika, You need to go ahead and choose.,1,2103
7963,1700,Oleg, I chose two persons.,1,2103
7963,1700,Oleg,I chose myself and two people.,1,2103
7964,1701,Katya, No.,1,2103
7965,1702,Vika, It seems…,1,2103
7966,1703,Oleg, See?,1,2103
7966,1703,Oleg,There they are – one and two.,1,2103
7966,1703,Oleg,Please choose two…,1,2103
7967,1704,Vika, You only chose one.,1,2103
7968,1705,Oleg, What if I do it this way?,1,2103
7969,1706,Vika, Now click Next.,1,2103
7970,1707,Ashley, Jesus!,1,2103
7971,1708,Oleg," Well,",1,2103
7971,1708,Oleg,I was just waiting for everyone.,1,2103
7971,1708,Oleg,Next?,1,2103
7972,1709,Vika," Well,",1,2103
7972,1709,Vika,we’re all waiting.,1,2103
7973,1710,Will, Okay.,1,2103
7974,1711,Vika, Ninety-one.,1,2103
7975,1712,Katya, Oleg.,1,2103
7976,1713,Saleh," So,",1,2103
7976,1713,Saleh,now we will start.,1,2103
7976,1713,Saleh,"Ninety-one,",1,2103
7976,1713,Saleh,yeah?,1,2103
7977,1714,Will," No,",1,2103
7977,1714,Will,it’ll kick it over automatically.,1,2103
7978,1715,Saleh:,"  So,",1,2103
7978,1715,Saleh:,"this one is easy,",1,2103
7978,1715,Saleh:,yeah?,1,2103
7979,1716,Ashley, Mhm.,1,2103
7980,1717,Will," Oh,",1,2103
7980,1717,Will,yeah.,1,2103
7981,1718,Ashley, [UI],1,2103
7982,1719,Will, You’ll see.,1,2103
7982,1719,Will,Don’t worry.,1,2103
7983,1720,Salah, I didn’t do it the last time.,1,2103
7984,1721,Will, I’ll walk you through…You’ll see on the left-hand side emails come in.,1,2103
7984,1721,Will,"You look at it,",1,2103
7984,1721,Will,"then click on it,",1,2103
7984,1721,Will,and it will give you option to forward it to somebody.,1,2103
7985,1722,Will, //You have to forward it to one of the two people.,1,2103
7986,1723,Vika, //[UI],1,2103
7987,1724,Katya, What’s there?,1,2103
7988,1725,Will, Based upon what it says on the title.,1,2103
7989,1726,Vika, //I was afraid [UI],1,2103
7990,1727,Saleh, //In case if the subject is not related.,1,2103
7990,1727,Saleh,"Like,",1,2103
7990,1727,Saleh,for example…,1,2103
7991,1728,Will," If it’s not related to anybody in your list,",1,2103
7991,1728,Will,just send it forward because maybe somebody in,1,2103
7992,1729,Saleh," Oh,",1,2103
7992,1729,Saleh,okay.,1,2103
7993,1730,Vika, Pass it on to everyone.,1,2103
7994,1731,Will, Pass it on to everyone quickly.,1,2103
7995,1732,Ashley," Oh,",1,2103
7995,1732,Ashley,thank God!,1,2103
7995,1732,Ashley,… Done!,1,2103
7996,1733,Will, Hop right in.,1,2103
7996,1733,Will,Let’s go.,1,2103
