,Utterance_ID,Dialogue_Act,Channel_ID,Speaker,Dialogue_ID,Utterance,Label,Idx
15349,Bmr006-c3_1210020_1210410,b,Bmr006-c3,me013,Bmr006,okay .,2,15349
15376,Bmr006-c2_1260770_1260970,b,Bmr006-c2,mn005,Bmr006,oh .,2,15376
15377,Bmr006-c0_1260880_1261240,b,Bmr006-c0,me018,Bmr006,uh .,2,15377
15382,Bmr006-c2_1265260_1265420,b,Bmr006-c2,mn005,Bmr006,oh .,2,15382
15384,Bmr006-c2_1267990_1268240,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15384
15390,Bmr006-c2_1277290_1277580,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15390
15392,Bmr006-c2_1278600_1278770,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15392
15396,Bmr006-c3_1285070_1285350,b,Bmr006-c3,me013,Bmr006,huh .,2,15396
15397,Bmr006-c2_1285460_1285640,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15397
15401,Bmr006-c2_1288790_1289050,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15401
15405,Bmr006-c4_1291020_1291250,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15405
15409,Bmr006-c0_1294040_1294160,b,Bmr006-c0,me018,Bmr006,huh .,2,15409
15415,Bmr006-c4_1306240_1306510,b,Bmr006-c4,fe008,Bmr006,okay .,2,15415
15419,Bmr006-c4_1312350_1312620,b,Bmr006-c4,fe008,Bmr006,okay .,2,15419
15422,Bmr006-c2_1319790_1319910,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15422
15438,Bmr006-c2_1358790_1359040,b,Bmr006-c2,mn005,Bmr006,oh .,2,15438
15441,Bmr006-c4_1361790_1362030,b,Bmr006-c4,fe008,Bmr006,wow .,2,15441
15443,Bmr006-c0_1364240_1364650,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,15443
15463,Bmr006-c3_1457210_1457650,b,Bmr006-c3,me013,Bmr006,yeah .,2,15463
15465,Bmr006-c3_1459400_1459800,b,Bmr006-c3,me013,Bmr006,yeah .,2,15465
15478,Bmr006-c0_1473230_1473400,b,Bmr006-c0,me018,Bmr006,yeah .,2,15478
15480,Bmr006-c3_1477610_1477930,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15480
15487,Bmr006-c2_1496650_1496750,b,Bmr006-c2,mn005,Bmr006,okay .,2,15487
15499,Bmr006-c0_1522140_1522410,b,Bmr006-c0,me018,Bmr006,yeah .,2,15499
15500,Bmr006-c0_1522570_1522730,b,Bmr006-c0,me018,Bmr006,okay .,2,15500
15506,Bmr006-c2_1542010_1542550,b,Bmr006-c2,mn005,Bmr006,uhhuh .,2,15506
15510,Bmr006-c3_1548740_1548990,b,Bmr006-c3,me013,Bmr006,okay .,2,15510
15512,Bmr006-c1_1553090_1553260,b,Bmr006-c1,me011,Bmr006,yeah .,2,15512
15513,Bmr006-c3_1560380_1560840,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15513
15521,Bmr006-c4_1580210_1580360,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15521
15522,Bmr006-c4_1581110_1581270,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15522
15524,Bmr006-c2_1588010_1588310,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15524
15528,Bmr006-c1_1600050_1600220,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15528
15533,Bmr006-c3_1606020_1606190,b,Bmr006-c3,me013,Bmr006,oh .,2,15533
15538,Bmr006-c1_1629180_1629630,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15538
15551,Bmr006-c4_1660760_1660920,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15551
15553,Bmr006-c3_1662430_1662830,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15553
15558,Bmr006-c1_1709250_1709570,b,Bmr006-c1,me011,Bmr006,right .,2,15558
15562,Bmr006-c0_1738620_1739460,b,Bmr006-c0,me018,Bmr006,huh .,2,15562
15565,Bmr006-c3_1748460_1749100,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15565
15572,Bmr006-c3_1759770_1760270,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15572
15574,Bmr006-c3_1772070_1772440,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15574
15575,Bmr006-c4_1772080_1772400,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,15575
15584,Bmr006-c1_1802690_1803270,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15584
15599,Bmr006-c1_1867280_1867730,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15599
15608,Bmr006-c1_1909310_1909730,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15608
15613,Bmr006-c2_1919120_1919320,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15613
15621,Bmr006-c2_1930410_1930660,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15621
15622,Bmr006-c2_1930660_1930830,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15622
15635,Bmr006-c2_1977890_1977940,b,Bmr006-c2,mn005,Bmr006,uh .,2,15635
15636,Bmr006-c2_1990490_1990710,b,Bmr006-c2,mn005,Bmr006,uh !,2,15636
15647,Bmr006-c4_2013800_2013910,b,Bmr006-c4,fe008,Bmr006,oh .,2,15647
15652,Bmr006-c3_2016880_2017340,b,Bmr006-c3,me013,Bmr006,okay .,2,15652
15659,Bmr006-c3_2025030_2025270,b,Bmr006-c3,me013,Bmr006,yeah .,2,15659
15665,Bmr006-c4_2029610_2029910,b,Bmr006-c4,fe008,Bmr006,okay .,2,15665
15674,Bmr006-c2_2037340_2037600,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15674
15675,Bmr006-c4_2037610_2037800,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15675
15677,Bmr006-c3_2038550_2038770,b,Bmr006-c3,me013,Bmr006,okay .,2,15677
15678,Bmr006-c2_2040200_2040410,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15678
15680,Bmr006-c2_2041190_2041430,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15680
15687,Bmr006-c4_2050310_2050560,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15687
15690,Bmr006-c3_2055590_2055710,b,Bmr006-c3,me013,Bmr006,yeah .,2,15690
15691,Bmr006-c1_2055690_2055880,b,Bmr006-c1,me011,Bmr006,right .,2,15691
15692,Bmr006-c3_2056120_2056370,b,Bmr006-c3,me013,Bmr006,sure .,2,15692
15701,Bmr006-c2_2064790_2064910,b,Bmr006-c2,mn005,Bmr006,okay .,2,15701
15708,Bmr006-c2_2076580_2076900,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15708
15711,Bmr006-c2_2085070_2085350,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15711
15713,Bmr006-c2_2088300_2088570,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15713
15717,Bmr006-c3_2091280_2091600,b,Bmr006-c3,me013,Bmr006,yeah .,2,15717
15719,Bmr006-c4_2094320_2094530,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15719
15725,Bmr006-c2_2112370_2112620,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15725
15727,Bmr006-c2_2113680_2114220,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15727
15728,Bmr006-c3_2115170_2115410,b,Bmr006-c3,me013,Bmr006,yeah .,2,15728
15729,Bmr006-c2_2115190_2115420,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15729
15732,Bmr006-c3_2117620_2117970,b,Bmr006-c3,me013,Bmr006,yeah .,2,15732
15742,Bmr006-c3_2163360_2163630,b,Bmr006-c3,me013,Bmr006,right .,2,15742
15743,Bmr006-c1_2165630_2166120,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15743
15757,Bmr006-c0_2191240_2191420,b,Bmr006-c0,me018,Bmr006,uh .,2,15757
15758,Bmr006-c3_2191250_2193790,b,Bmr006-c3,me013,Bmr006,uhhuh uhhuh .,2,15758
15768,Bmr006-c1_2242410_2243330,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15768
15770,Bmr006-c4_2261130_2261430,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,15770
15772,Bmr006-c1_2270900_2271650,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15772
15775,Bmr006-c1_2284730_2285490,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15775
15780,Bmr006-c4_2308240_2308920,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,15780
15790,Bmr006-c2_2358430_2358630,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15790
15792,Bmr006-c2_2365070_2365280,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15792
15794,Bmr006-c2_2370180_2370490,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15794
15795,Bmr006-c2_2371690_2371920,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15795
15799,Bmr006-c2_2375660_2375920,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15799
15804,Bmr006-c1_2384720_2385020,b,Bmr006-c1,me011,Bmr006,right .,2,15804
15805,Bmr006-c2_2384870_2385150,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15805
15806,Bmr006-c2_2386240_2386690,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15806
15807,Bmr006-c1_2388410_2388650,b,Bmr006-c1,me011,Bmr006,right .,2,15807
15808,Bmr006-c2_2388850_2389170,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15808
15811,Bmr006-c1_2393010_2393270,b,Bmr006-c1,me011,Bmr006,right .,2,15811
15813,Bmr006-c3_2397590_2397830,b,Bmr006-c3,me013,Bmr006,yeah .,2,15813
15819,Bmr006-c2_2409410_2409940,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15819
15823,Bmr006-c2_2416260_2416530,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15823
15824,Bmr006-c2_2419200_2419390,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15824
15827,Bmr006-c2_2427500_2427890,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15827
15828,Bmr006-c2_2433130_2433410,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15828
15831,Bmr006-c2_2446750_2447540,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15831
15833,Bmr006-c2_2450440_2451010,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15833
15834,Bmr006-c2_2453920_2454360,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15834
15837,Bmr006-c2_2460590_2461360,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15837
15838,Bmr006-c2_2464680_2465350,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,15838
15841,Bmr006-c1_2483260_2483440,b,Bmr006-c1,me011,Bmr006,yep .,2,15841
15843,Bmr006-c2_2492950_2493130,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15843
15845,Bmr006-c2_2494670_2494940,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15845
15851,Bmr006-c2_2505450_2506000,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,15851
15852,Bmr006-c2_2507190_2507510,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15852
15856,Bmr006-c4_2514880_2515500,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,15856
15858,Bmr006-c3_2522660_2523130,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15858
15870,Bmr006-c3_2616680_2617270,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15870
15871,Bmr006-c3_2626210_2626780,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,15871
15878,Bmr006-c4_2668800_2669070,b,Bmr006-c4,fe008,Bmr006,okay .,2,15878
15884,Bmr006-c1_2696370_2696940,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15884
15889,Bmr006-c1_2717520_2717680,b,Bmr006-c1,me011,Bmr006,yeah .,2,15889
15891,Bmr006-c4_2737760_2738470,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,15891
15895,Bmr006-c4_2748890_2749050,b,Bmr006-c4,fe008,Bmr006,yeah .,2,15895
15898,Bmr006-c2_2757990_2758380,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15898
15900,Bmr006-c2_2761510_2761660,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15900
15903,Bmr006-c2_2768080_2768220,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15903
15906,Bmr006-c2_2772620_2772840,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15906
15909,Bmr006-c2_2779830_2780070,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15909
15911,Bmr006-c2_2783510_2783700,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15911
15916,Bmr006-c2_2801800_2802040,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15916
15917,Bmr006-c2_2811140_2811570,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15917
15919,Bmr006-c2_2817220_2817550,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15919
15922,Bmr006-c2_2836200_2836410,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15922
15923,Bmr006-c2_2838050_2838360,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15923
15925,Bmr006-c2_2840040_2840360,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15925
15928,Bmr006-c2_2858760_2858930,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15928
15929,Bmr006-c2_2860590_2860780,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15929
15930,Bmr006-c2_2861820_2862080,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15930
15934,Bmr006-c4_2863440_2863550,b,Bmr006-c4,fe008,Bmr006,huh .,2,15934
15954,Bmr006-c3_2909790_2910110,b,Bmr006-c3,me013,Bmr006,okay .,2,15954
15966,Bmr006-c2_2955130_2955320,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15966
15968,Bmr006-c2_2970670_2970860,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15968
15969,Bmr006-c2_2975720_2975990,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15969
15972,Bmr006-c2_2981700_2981970,b,Bmr006-c2,mn005,Bmr006,yeah .,2,15972
15973,Bmr006-c1_2982100_2982450,b,Bmr006-c1,me011,Bmr006,right .,2,15973
15974,Bmr006-c2_2985080_2987140,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,15974
15978,Bmr006-c3_2990370_2990770,b,Bmr006-c3,me013,Bmr006,huh .,2,15978
15982,Bmr006-c1_3003090_3003470,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,15982
15986,Bmr006-c3_3016860_3017220,b,Bmr006-c3,me013,Bmr006,huh .,2,15986
15988,Bmr006-c3_3022530_3022790,b,Bmr006-c3,me013,Bmr006,right .,2,15988
15993,Bmr006-c1_3047020_3047350,b,Bmr006-c1,me011,Bmr006,right .,2,15993
15996,Bmr006-c3_3048130_3048360,b,Bmr006-c3,me013,Bmr006,yeah .,2,15996
15997,Bmr006-c3_3050390_3050750,b,Bmr006-c3,me013,Bmr006,yeah .,2,15997
16012,Bmr006-c0_3088890_3089190,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,16012
16022,Bmr006-c2_3109710_3110020,b,Bmr006-c2,mn005,Bmr006,oh .,2,16022
16024,Bmr006-c2_3114330_3114590,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16024
16027,Bmr006-c0_3123640_3124130,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,16027
16028,Bmr006-c2_3124070_3124450,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16028
16030,Bmr006-c2_3129100_3129370,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16030
16035,Bmr006-c2_3135700_3135920,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16035
16037,Bmr006-c0_3136070_3136320,b,Bmr006-c0,me018,Bmr006,okay .,2,16037
16038,Bmr006-c2_3136470_3136790,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16038
16040,Bmr006-c2_3137650_3137890,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16040
16042,Bmr006-c2_3137890_3139010,b,Bmr006-c2,mn005,Bmr006,yeah yeah yeah .,2,16042
16047,Bmr006-c2_3146400_3146670,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16047
16050,Bmr006-c1_3151780_3152090,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16050
16056,Bmr006-c2_3158650_3158720,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16056
16058,Bmr006-c2_3160590_3160850,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16058
16060,Bmr006-c2_3162580_3162910,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16060
16062,Bmr006-c2_3165040_3167260,b,Bmr006-c2,mn005,Bmr006,i - i - yeah .,2,16062
16069,Bmr006-c1_3185220_3185440,b,Bmr006-c1,me011,Bmr006,yep .,2,16069
16076,Bmr006-c1_3196250_3196450,b,Bmr006-c1,me011,Bmr006,yep .,2,16076
16077,Bmr006-c2_3197280_3197590,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16077
16087,Bmr006-c0_3214100_3214340,b,Bmr006-c0,me018,Bmr006,right .,2,16087
16089,Bmr006-c2_3223500_3223730,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16089
16094,Bmr006-c2_3227390_3227850,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16094
16098,Bmr006-c2_3236950_3237350,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16098
16104,Bmr006-c2_3248210_3248430,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16104
16105,Bmr006-c2_3248900_3249130,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16105
16106,Bmr006-c2_3252270_3252500,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16106
16107,Bmr006-c1_3255360_3255580,b,Bmr006-c1,me011,Bmr006,yep .,2,16107
16109,Bmr006-c2_3256050_3256570,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16109
16111,Bmr006-c4_3256420_3256610,b,Bmr006-c4,fe008,Bmr006,yeah .,2,16111
16122,Bmr006-c4_3271090_3271440,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,16122
16123,Bmr006-c2_3271770_3272210,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16123
16124,Bmr006-c0_3271790_3272080,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,16124
16134,Bmr006-c2_3292270_3292530,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16134
16135,Bmr006-c3_3295040_3295310,b,Bmr006-c3,me013,Bmr006,yeah .,2,16135
16136,Bmr006-c2_3295520_3295950,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16136
16144,Bmr006-c1_3304660_3304910,b,Bmr006-c1,me011,Bmr006,right .,2,16144
16145,Bmr006-c2_3304770_3305040,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16145
16147,Bmr006-c2_3305380_3305700,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16147
16149,Bmr006-c2_3306340_3306760,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16149
16151,Bmr006-c0_3306590_3306760,b,Bmr006-c0,me018,Bmr006,yes .,2,16151
16153,Bmr006-c2_3311300_3311540,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16153
16154,Bmr006-c2_3311790_3312040,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16154
16157,Bmr006-c2_3312830_3313070,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16157
16158,Bmr006-c2_3314800_3315200,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16158
16161,Bmr006-c2_3317900_3318480,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16161
16163,Bmr006-c1_3320380_3320640,b,Bmr006-c1,me011,Bmr006,right .,2,16163
16165,Bmr006-c2_3327660_3329050,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,16165
16171,Bmr006-c4_3339860_3341500,b,Bmr006-c4,fe008,Bmr006,yes yeah .,2,16171
16173,Bmr006-c2_3341250_3341500,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16173
16183,Bmr006-c2_3354610_3354970,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16183
16185,Bmr006-c3_3355780_3356220,b,Bmr006-c3,me013,Bmr006,yeah .,2,16185
16186,Bmr006-c3_3357030_3357510,b,Bmr006-c3,me013,Bmr006,uhhuh .,2,16186
16196,Bmr006-c2_3380830_3381240,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16196
16200,Bmr006-c2_3385020_3385220,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16200
16201,Bmr006-c1_3385520_3385720,b,Bmr006-c1,me011,Bmr006,yep .,2,16201
16206,Bmr006-c2_3396460_3396830,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16206
16209,Bmr006-c2_3406830_3407070,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16209
16211,Bmr006-c2_3408520_3408930,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16211
16212,Bmr006-c2_3409030_3409580,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16212
16214,Bmr006-c2_3409660_3409840,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16214
16215,Bmr006-c2_3410190_3410400,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16215
16218,Bmr006-c0_3413160_3413590,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,16218
16220,Bmr006-c0_3416010_3416380,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,16220
16222,Bmr006-c2_3416250_3416550,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16222
16226,Bmr006-c2_3424360_3425060,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16226
16234,Bmr006-c2_3439650_3441220,b,Bmr006-c2,mn005,Bmr006,oh right oh yeah .,2,16234
16236,Bmr006-c0_3443100_3443730,b,Bmr006-c0,me018,Bmr006,yeah .,2,16236
16238,Bmr006-c3_3446000_3448600,b,Bmr006-c3,me013,Bmr006,yeah yeah .,2,16238
16241,Bmr006-c2_3447450_3447930,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16241
16243,Bmr006-c2_3449150_3449900,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16243
16248,Bmr006-c3_3455390_3455690,b,Bmr006-c3,me013,Bmr006,yeah .,2,16248
16250,Bmr006-c2_3455930_3456190,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16250
16254,Bmr006-c2_3473540_3473810,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16254
16255,Bmr006-c2_3474460_3474820,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16255
16261,Bmr006-c1_3488680_3488960,b,Bmr006-c1,me011,Bmr006,yep .,2,16261
16263,Bmr006-c2_3489250_3489610,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16263
16273,Bmr006-c4_3501980_3502220,b,Bmr006-c4,fe008,Bmr006,huh .,2,16273
16274,Bmr006-c2_3505240_3505390,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16274
16275,Bmr006-c3_3505370_3505610,b,Bmr006-c3,me013,Bmr006,yeah .,2,16275
16276,Bmr006-c4_3505800_3506160,b,Bmr006-c4,fe008,Bmr006,uh !,2,16276
16283,Bmr006-c1_3511360_3511510,b,Bmr006-c1,me011,Bmr006,yeah .,2,16283
16291,Bmr006-c3_3523190_3523360,b,Bmr006-c3,me013,Bmr006,yeah .,2,16291
16292,Bmr006-c2_3523480_3524410,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,16292
16298,Bmr006-c3_3534040_3534390,b,Bmr006-c3,me013,Bmr006,okay .,2,16298
16339,Bmr006-c1_3627790_3628220,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16339
16343,Bmr006-c1_3635100_3635330,b,Bmr006-c1,me011,Bmr006,all right .,2,16343
16350,Bmr006-c1_3649360_3649750,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16350
16354,Bmr006-c1_3660900_3661190,b,Bmr006-c1,me011,Bmr006,right .,2,16354
16356,Bmr006-c1_3662870_3663070,b,Bmr006-c1,me011,Bmr006,yep .,2,16356
16373,Bmr006-c0_3711050_3711430,b,Bmr006-c0,me018,Bmr006,yeah .,2,16373
16394,Bmr006-c2_3801940_3802450,b,Bmr006-c2,mn005,Bmr006,huh .,2,16394
16397,Bmr006-c1_3810670_3811040,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16397
16409,Bmr006-c1_3836920_3837130,b,Bmr006-c1,me011,Bmr006,okay .,2,16409
16414,Bmr006-c1_3844040_3844540,b,Bmr006-c1,me011,Bmr006,yeah .,2,16414
16416,Bmr006-c3_3848740_3849010,b,Bmr006-c3,me013,Bmr006,yeah .,2,16416
16422,Bmr006-c1_3873480_3873820,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16422
16424,Bmr006-c3_3876720_3876920,b,Bmr006-c3,me013,Bmr006,yeah .,2,16424
16431,Bmr006-c1_3893510_3893720,b,Bmr006-c1,me011,Bmr006,yep .,2,16431
16432,Bmr006-c3_3894330_3894730,b,Bmr006-c3,me013,Bmr006,yeah .,2,16432
16433,Bmr006-c2_3894520_3894890,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16433
16437,Bmr006-c3_3900100_3900660,b,Bmr006-c3,me013,Bmr006,yeah .,2,16437
16439,Bmr006-c3_3905530_3905740,b,Bmr006-c3,me013,Bmr006,yeah .,2,16439
16444,Bmr006-c4_3935860_3936180,b,Bmr006-c4,fe008,Bmr006,okay .,2,16444
16445,Bmr006-c4_3936960_3937140,b,Bmr006-c4,fe008,Bmr006,sure .,2,16445
16449,Bmr006-c1_3953600_3954250,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16449
16492,Bmr006-c4_4055310_4055610,b,Bmr006-c4,fe008,Bmr006,yeah .,2,16492
16495,Bmr006-c4_4061840_4062250,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,16495
16497,Bmr006-c2_4066800_4067370,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16497
16499,Bmr006-c3_4067040_4067450,b,Bmr006-c3,me013,Bmr006,yeah .,2,16499
16506,Bmr006-c2_4072700_4073200,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16506
16507,Bmr006-c3_4072790_4073580,b,Bmr006-c3,me013,Bmr006,yeah .,2,16507
16509,Bmr006-c2_4073750_4074320,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16509
16514,Bmr006-c1_4082340_4082770,b,Bmr006-c1,me011,Bmr006,huh .,2,16514
16520,Bmr006-c2_4094510_4094870,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,16520
16521,Bmr006-c2_4096070_4096220,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16521
16522,Bmr006-c2_4097030_4098600,b,Bmr006-c2,mn005,Bmr006,yeah yeah yeah .,2,16522
16523,Bmr006-c2_4098600_4098810,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16523
16524,Bmr006-c2_4099490_4100980,b,Bmr006-c2,mn005,Bmr006,yeah yeah .,2,16524
16525,Bmr006-c4_4101670_4102290,b,Bmr006-c4,fe008,Bmr006,uhhuh .,2,16525
16528,Bmr006-c2_4102310_4102520,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16528
16532,Bmr006-c0_4129860_4130300,b,Bmr006-c0,me018,Bmr006,uhhuh .,2,16532
16535,Bmr006-c2_4137150_4137490,b,Bmr006-c2,mn005,Bmr006,yeah .,2,16535
16543,Bmr006-c1_4156360_4157570,b,Bmr006-c1,me011,Bmr006,uhhuh .,2,16543
