,speaker,content,block,session,labels,labels_h
862,Rya,Say it again.,7,3,0,question
863,Nasty,Tukhlyak.,7,3,0,question
864,Rya,Tukhlyak.,7,3,0,question
865,Nasty,"Or you can say like me, you know – tukhlyachok.",7,3,0,question
866,Rya,Tukhlyachok.,7,3,0,question
867,Dasha to Ali,//I just see what was here.,7,3,0,question
868,Natash,//You can say a “tukhlaya vecherinka.”,7,3,0,question
869,Dasha to Ali,"I’m sending it, //you see? //[UI]",7,3,0,question
870,Rya,//Vecherinka.,7,3,0,question
871,Natash,Tukhlaya vecherinka – it’s //boring party.,7,3,0,question
872,Rya,//Boring party.,7,3,0,question
873,Alik to Dash,Are you offended?,7,3,4,follow-me
874,Dash,"Well yes, I was hurt that you had something in there.",7,3,0,question
875,Ali,"I think, if it’s for them, then [UI]",7,3,0,question
876,Nasty,Behind the computer!,7,3,0,question
877,Natash,[UI],7,3,0,question
878,Natasha, [UI],0,2,0,question
879,Zhenya, There’s a button here.,0,2,0,question
880,Alik, Give me that paper.,0,2,0,question
881,Natasha, This one?,0,2,4,follow-me
882,Alik," Yeah… Okay, so… Project Red design overview. We need to look again at…",0,2,0,question
883,Zhenya," Overview that one, right?",0,2,4,follow-me
884,Alik," Ok, //ready?",0,2,4,follow-me
885,Ryan," //One, two…",0,2,0,question
886,Natasha," Design overview, right?",0,2,4,follow-me
887,Alik, Mhm.,0,2,0,question
888,Natasha, [UI],0,2,0,question
889,Alik," Ryan, what are you saying?",0,2,4,follow-me
890,Ryan, I don’t have any…,0,2,0,question
891,Natasha, But Dasha’s wearing headphones.,0,2,0,question
892,Dasha, I’m listening.,0,2,0,question
893,Ryan, It’s all I got.,0,2,0,question
894,Video, [UI],0,2,0,question
895,Video," Project Red has two tasks. The first task [UI]. The second task is to [UI] within the task force. We have identified eight different regions [SL] online where water used to be, and you can see in what order.",0,2,0,question
896,Video, You will investigate each of the locations [UI] Project Red [UI] project. [UI] the development of the water infrastructure leading to establish [UI] on Mars.,0,2,0,question
897,Video, The critical discovery of underground water resource will be our direct project goal. [UI] to explore the possibility of [UI] clean water to the [UI]. As you can imagine [UI] water resource [UI] and fresh clean water is critical to the [UI],0,2,0,question
898,Video," Your Project Red task force will have to pick members of your series group as well as the members of question analysis group. Due to the complexity associated with [UI] on Mars various areas of expertise are represented across the task force. For example, in your astronaut group you will discover an expert in one of the following areas. Planetary geology, engineering, space robotics, [UI]",0,2,0,question
899,Video," Back on Earth the remaining members of the task force are also experts in these four areas. This way the twelve number Project Red task force will utilize [UI] across four areas of expertise to accomplish three overall task force objectives. Your task force has three objectives: First -water yield. This is the amount of water that will be available for [SL] each of your colleagues. Ideally, each human will receive twenty gallons of water per day.",0,2,0,question
900,Video," Second- water quality. This is the percentage of water that is contaminated [UI]. Contaminated water is unusable. The contaminants can be removed through the filters. Third is usability. This is a measure of how accessible the water is to [UI]. [UI] the number of people who can access the water. The well should provide the sustainable amount of water to [UI]. However, excess water will be considered waste.",0,2,0,question
901,Video," In order to accomplish these three objectives the task force will need to consider a variety of factors including the water yield in various locations, the amount of contaminants in the water in the particular area along with [UI] contaminants, the accessibility of the region to future human populations and the [UI]. One important thing to keep in mind is that disciplinary team [UI] task force. [UI] set of the factors.",0,2,0,question
902,Video, Individual team objectives are likely to [UI]. [UI] utility information about your specific area of expertise and the tools you use to achieve your objective. We are [UI] on the serious task force to work together to achieve your objectives. This mission is a critical first step towards establishing [UI] Earth-independent colony on the Red planet. We thank you for being a critical part to this important project.,0,2,0,question
903,Nastya, Has the water boiled yet?,0,2,4,follow-me
904,Zhenya," What do we do now? Exit, right?",0,2,4,follow-me
905,Alik," Yes, we exit and watch the individual video. Now we watch individual, yes?",0,2,4,follow-me
906,Ryan, Mhm.,0,2,0,question
907,Alik, With headphones. //[UI],0,2,0,question
908,Natasha," Everyone watches their own video, right?",0,2,4,follow-me
909,Alik," Yes, one video.",0,2,0,question
910,Dasha," Ah, it’s the same, then? What we already watched.",0,2,4,follow-me
911,Alik, [UI],0,2,0,question
912,Natasha, Why not? I can’t hear anything.,0,2,4,follow-me
913,Zhenya, Turn the sound on.,0,2,0,question
914,Zhenya, What do we do?,1,2,4,follow-me
915,Nastya," It boiled. Hot water, please.",1,2,0,question
916,Zhenya, What? Cold water?,1,2,4,follow-me
917,Nastya, Hot water.,1,2,0,question
918,Dasha, Do we have to watch the video each time? I dozed off a bit.,1,2,4,follow-me
919,Zhenya, How much do you want? Full?,1,2,4,follow-me
920,Dasha," Yes, more.",1,2,0,question
921,Dasha to Zhenya, Enough.,1,2,0,question
922,Nastya:,  Thank you.,1,2,0,question
923,Alik," Okay, next. Let’s get familiar with this application.",1,2,0,question
924,Nastya, This snoozer? [In source text “application” and “snoozer” rhyme and this is a play on words],1,2,0,question
925,Alik to Ryan, I am just going to explain what this is about…,1,2,0,question
926,Alik, So this is the Mars group. Mars analysts. We haven’t talked with them for two weeks now. They did something that had an outcome. So… Today we have forty-five minutes to reach an agreement and sign about the new approximate place where we want to work. So… How is this different from last time?,1,2,0,question
927,Alik, This time we’ll have a five-minute pause…//So they will [UI],1,2,0,question
928,Nastya, //Delay.,1,2,0,question
929,Alik," Yes, a delay. And before that we’ll have to plan everything and think about how we are going to communicate with them… There is a questionnaire. So, the first questionnaire we do after ten minutes of work, and the second after twenty minutes, then thirty minutes, and so on.",1,2,0,question
930,Natasha, That’s what we did //last time.,1,2,0,question
931,Alik," //Yes, and before we check the final boxes to sign there will be five minutes left and they will tell us it’s //time to sign.",1,2,0,question
932,Dasha, //Zhenya is responsible for time.,1,2,0,question
933,Zhenya, //[UI],1,2,0,question
934,Alik," //Probably… There… We’re basically repeating the same thing, but here we already found a place. Here are the coordinates. [To Ryan] These are the coordinates. You don’t need to keep looking for them.",1,2,0,question
935,Natasha, Are they already going to be entered somewhere? Or should we just take paper from here //and write them down?,1,2,4,follow-me
936,Alik," We can just find these ones, eighteen coma fifty, find them somewhere and see what our data is… that’s it. So, we already have a place. We already did that.",1,2,0,question
937,Natasha, Where are we going?,1,2,4,follow-me
938,Alik, And that’s basically it.,1,2,0,question
939,Dasha," And the guys from the first group need to find this place, I guess.",1,2,0,question
940,Alik, We already did.,1,2,0,question
941,Dasha, What about the guys from the first group? What are they doing?,1,2,4,follow-me
942,Alik, What are they doing now?,1,2,4,follow-me
943,Dasha, Yes.,1,2,0,question
944,Zhenya, They’re looking.,1,2,0,question
945,Ryan, //What is the question?,1,2,4,follow-me
946,Dasha, //They are looking for a place…,1,2,0,question
947,Alik," Ah, the geologists, right?",1,2,4,follow-me
948,Dasha, Yes.,1,2,0,question
949,Zhenya, //[UI],1,2,0,question
950,Alik, It doesn’t say that they are somehow separate here. //We’re all working together.,1,2,0,question
951,Natasha, //[UI] we’ll see.,1,2,0,question
952,Ryan, //[UI],1,2,0,question
953,Zhenya," Of course, now we have //[UI]",1,2,0,question
954,Alik," //Yes, installed… So, next we watch the group video… Ryan, we’ll watch the next one [UI]",1,2,0,question
955,Zhenya, Which one is that?,1,2,4,follow-me
956,Alik, Ryan is going to start it now.,1,2,0,question
957,Natasha, There in Training Video?,1,2,4,follow-me
958,Alik," Crew Data, Project Red. We open Crew Data, and then Project Red, then two.",1,2,0,question
959,//You don’t need headphones, we’re all going to be watching and listening to the same thing.,1,2,0,question
960,Nastya, [UI],1,2,0,question
961,Ryan, [UI],1,2,0,question
962,Zhenya," Well, log in, right?",1,2,4,follow-me
963,Alik," Yes, go ahead.",1,2,0,question
964,Ryan, Leaving mine on?,1,2,4,follow-me
965,Alik, Yeah. Leave yours on.,1,2,0,question
966,Nastya," Oh, where is the volume? Volume… //Let’s watch it with headphones instead.",1,2,4,follow-me
967,Natasha," //Put your headphones on, yes.",1,2,0,question
968,Alik, As you like.,1,2,0,question
969,Zhenya, //Everything is fine…,1,2,0,question
970,Video, We charged our first flow of water //[UI],1,2,0,question
971,Dasha to Alik, //But do you have it?,2,2,4,follow-me
972,Alik," //Yes, yes [UI]",2,2,0,question
973,Natasha, Why is it stopped?,2,2,4,follow-me
974,Zhenya, The voice went away.,2,2,0,question
975,Natasha, It went away for me too…,2,2,0,question
976,Dasha," Well, it didn’t stop for me.",2,2,0,question
977,Natasha," Okay, anyway…",2,2,3,backchannel
978,Dasha, //Can we watch it with headphones?,2,2,4,follow-me
979,Ryan," Yes, headphones…",2,2,0,question
980,Zhenya, Fine.,2,2,0,question
981,Natasha, No subtitles.,2,2,0,question
982,Video," Hello, my name is…",2,2,0,question
983,Zhenya, Not reading yet…,2,2,0,question
984,Dasha, Love our Valera.,2,2,0,question
985,Natasha, Valera…,2,2,0,question
986,Alik, [UI],2,2,0,question
987,Zhenya," Valera, Valera…",2,2,0,question
988,Natasha," Mine is stop periodically… Something with the Internet…Lagging… Mine keeps lagging… Oh, there it goes…",2,2,0,question
989,Alik, They’re so happy. [Talking about the girls in the room who all seem to like the good-looking guy in the video and keep smiling],2,2,0,question
990,Natasha, And we will grade him on…,2,2,0,question
991,Dasha, On hugs!,2,2,0,question
992,Natasha, I also want to become [UI],2,2,0,question
993,Zhenya, “Fakultativno” [possible reference to previous joke about how this word in Russian sounds like the English swear word “fuck”],2,2,0,question
994,Ryan, There are all…Is yours stopping a lot?,2,2,4,follow-me
995,Alik, Mhm.,2,2,0,question
996,Ryan, These are all playing off the server at the same time.,2,2,0,question
997,Natasha, Do we need to take turns to make it work?,2,2,4,follow-me
998,Ryan, Yes.,2,2,0,question
999,Dasha, Victoria in glasses is highlighting everyone.,2,2,0,question
1000,Zhenya," Yeah… The youth… They don’t know how to use cheat sheets… Well, should we go around the circle…",2,2,0,question
1001,Zhenya, Done…,2,2,0,question
1002,Alik, Now we’ve met.,2,2,0,question
1003,Zhenya, I get it:they picked up all the kids from school.,2,2,0,question
1004,Dasha, [UI],2,2,0,question
1005,Nastya, Still going?,2,2,4,follow-me
1006,Dasha, [whispering] [UI],2,2,0,question
1007,Nastya, [UI] is my love now.,2,2,0,question
1008,Ryan, They are recording all this.,2,2,0,question
1009,Nastya," He is so cute. You are all cute, guys. I mean I was smiling all the time. Such nice faces.",2,2,0,question
1010,Zhenya, What do we do? Get a coach?,2,2,4,follow-me
1011,Nastya, But I didn’t say anything wrong.,2,2,0,question
1012,Ryan," No, not at all//just…",2,2,0,question
1013,Alik, //[UI],2,2,0,question
1014,Nastya, //They are very cute…,2,2,0,question
1015,Zhenya, //[UI],2,2,0,question
1016,Dasha, //[UI],2,2,0,question
1017,Nastya, //[UI],2,2,0,question
1018,Natasha," Dasha, who is third on our team, do you remember?",2,2,4,follow-me
1019,Dasha, The last girl… bio… biomechanic…//the last one there was someone…,2,2,0,question
1020,Alik, //[UI],2,2,0,question
1021,Natasha, [SL] Sophia?,2,2,0,question
1022,Nastya to Dasha," //Hand me a cup, please.",2,2,0,question
1023,Alik, Vika.,2,2,0,question
1024,Natasha, Vika.,2,2,0,question
1025,Nastya to Natasha, Do you want coffee?,2,2,4,follow-me
1026,Dasha to Natasha, Biomechanic.,2,2,0,question
1027,Natasha to Dasha, What is her name?,2,2,4,follow-me
1028,Alik," Look at Project Red Design, it’s in the same folder Crew Data:Project Red.",2,2,0,question
1029,Natasha," Viktoria, Vika.",2,2,0,question
1030,Alik, //Crew Data and Project Red,2,2,0,question
1031,Dasha, //[UI],2,2,0,question
1032,Zhenya, //Cred [sic] Data… Project Red?,2,2,0,question
1033,Alik, Project Red. Crew Data then Project Red Design.,2,2,0,question
1034,Natasha, Then? Project Red Re-Design?,2,2,4,follow-me
1035,Alik, Yes.,2,2,0,question
1036,Natasha," Project Red Design, right?",2,2,4,follow-me
1037,Alik, Yes.,2,2,0,question
1038,Zhenya, Username.,2,2,0,question
1039,Alik," Now we need it… yes. Well, it’s written in everyone’s folder.",2,2,0,question
1040,Ryan, Yeah.,2,2,2,declarative question
1041,Alik, I’ll find the page now.,2,2,0,question
1042,Natasha, //[UI],2,2,0,question
1043,Alik, Right on the second page. Right here. Everyone has their own data.,2,2,0,question
1044,Natasha, Which page was it again?,2,2,4,follow-me
1045,Alik, Page two.,2,2,0,question
1046,Nastya," And for username we use ours, right?",2,2,4,follow-me
1047,Dasha, No.,2,2,0,question
1048,Nastya, Then what?,2,2,4,follow-me
1049,Dasha, There are two there //[UI],2,2,0,question
1050,Alik to Nastya, Username is right here.,2,2,0,question
1051,Nastya," Ah, I see// I understand… I thought this was password.",2,2,0,question
1052,Zhenya, //What about the password?,2,2,4,follow-me
1053,Natasha, //It’s huge…,2,2,0,question
1054,Alik, Long…,2,2,0,question
1055,Dasha, It’s in the presentation. You can just copy and paste it.,2,2,0,question
1056,Zhenya, What do we do? Copy paste?,2,2,4,follow-me
1057,Dasha, Just open the presentation to slide 13…,2,2,0,question
1058,Zhenya," That’s the red one, right?",2,2,4,follow-me
1059,Natasha, Yes.,2,2,0,question
1060,Zhenya, Do we need to capitalize?,2,2,4,follow-me
1061,Alik," Well, yes… [UI]",2,2,0,question
1062,Zhenya," No yelling, right?",2,2,4,follow-me
1063,Alik," //Well, until seven.",2,2,0,question
1064,Dasha to Ryan," //Ryan, do you want coffee?",2,2,4,follow-me
1065,Ryan to Dasha, Thank you.,2,2,0,question
1066,Ryan," I don’t drink it, but cool.",2,2,0,question
1067,Dasha," You can just say no, dude.",2,2,0,question
1068,Ryan, Was it right?//Was it right?,2,2,4,follow-me
1069,Nastya, Did you want the coffee or not? //Yeah,2,2,4,follow-me
1070,Ryan, //[UI],2,2,0,question
1071,Nastya, She thought that you forced yourself to drink it.,2,2,0,question
1072,Alik," Yeah, that was //[UI]",2,2,0,question
1073,Ryan, Want coffee? [UI],2,2,0,question
1074,Alik," //Ah, so the members of the geology team can //make new places.",2,2,0,question
1075,Natasha," //[UI]… We’re the geologists, right, Dasha?",2,2,0,question
1076,Dasha, No.,2,2,0,question
1077,Alik," No, I think //Ryan…",2,2,0,question
1078,Natasha, /And who are we?,2,2,4,follow-me
1079,Dasha, Ryan and Zhenya are geologists.,2,2,0,question
1080,Alik, //What else…,2,2,0,question
1081,Dasha, //By us //[UI],2,2,0,question
1082,Alik, //She was just saying that Ryan and Zhenya are geologist. //I said //[UI],2,2,0,question
1083,Zhenya, //[UI],2,2,0,question
1084,Ryan, //[UI],2,2,0,question
1085,Dasha," //Ah no, the geologists are those guys…",2,2,0,question
1086,Alik, //[UI],2,2,0,question
1087,Zhenya, Oh my!,2,2,0,question
1088,Alik, How can that happen?,2,2,4,follow-me
1089,Zhenya," I didn’t redo it, didn’t redo it.",2,2,0,question
1090,Alik," So, everyone’s in, right?",2,2,4,follow-me
1091,Zhenya, No. I just started. //[UI],2,2,0,question
1092,Alik, No problem. We have time.,2,2,0,question
1093,Zhenya, //[UI],2,2,0,question
1094,Natasha, Who else needs a warmup?,2,2,4,follow-me
1095,Dasha, It’s still early morning in Chicago so they have loads of time.,2,2,0,question
1096,Natasha, All day.,2,2,0,question
1097,Alik, Yes.,2,2,0,question
1098,Dasha, I //liked this girl here…,2,2,0,question
1099,Ryan to Zhenya, //I hope so…,2,2,0,question
1100,Alik, //Valeria…,2,2,0,question
1101,Dasha," No, not Valeria. Valeria… I hope she kicks us out.",2,2,0,question
1102,Alik," But who? …Ah, Vika is last.",2,2,4,follow-me
1103,Dasha," //Yes, that’s our girl.",2,2,0,question
1104,Ryan, //[UI],2,2,0,question
1105,Dasha, //No offense!,2,2,0,question
1106,Natasha, //Yes!,2,2,0,question
1107,Alik, //Establish contact with the group. //Need to…,2,2,0,question
1108,Dasha, //[UI],2,2,0,question
1109,Zhenya, //[UI],2,2,0,question
1110,Alik, Establish contact by chatting with them. Write to them in the chat in the lower left corner of the page //website //[UI],2,2,0,question
1111,Ryan, //[UI],2,2,0,question
1112,Natasha," //Write to the geologists, right? We’re writing to the geologists?",2,2,4,follow-me
1113,Nastya, Who do we write to?,2,2,4,follow-me
1114,Natasha, The geologists. We are ready.,2,2,0,question
1115,Dasha, //You write.,2,2,0,question
1116,Alik, //[UI],2,2,0,question
1117,Nastya to Alik, Everyone?,2,2,4,follow-me
1118,Alik," Well, yes. So they know…",2,2,0,question
1119,Zhenya, //Geologists…,2,2,0,question
1120,Nastya, //Can I write [UI]?,2,2,0,question
1121,Alik, Yes. Whatever you want. They will read it. The main thing is to respond.,2,2,0,question
1122,Ryan, Just try to do a little bit of work at the same time.,2,2,0,question
1123,Nastya, What? I did. What?,2,2,4,follow-me
1124,Ryan, The whole part she is just communicating with [UI].,2,2,0,question
1125,Alik to Nastya, Ryan bit you.,2,2,0,question
1126,Natasha, //How do you write “everybody”?,2,2,4,follow-me
1127,Zhenya, Sitting and suffering?,2,2,4,follow-me
1128,Natasha to Nastya, // Did I write “everybody” correctly?,2,2,4,follow-me
1129,Zhenya, Everybody. //Who needs to write to the geologists? //Geologists…,2,2,4,follow-me
1130,Natasha, //Yes.,2,2,1,statement
1131,Dasha, You can write to everyone at once.,2,2,0,question
1132,Natasha," Yeah, last time we had a great conversation. Now we need to wait five minutes for// someone to answer.",2,2,0,question
1133,Zhenya, //[UI],2,2,0,question
1134,Alik," Ah, yes. Yes yes yes…",2,2,0,question
1135,Zhenya, Or I will in Russian…,2,2,0,question
1136,Natasha, Engineers… Well if //I write to the engineers…,2,2,0,question
1137,Dasha, //No we don’t have a delay in //[UI],2,2,0,question
1138,Nastya," //Oh, what the heck?",2,2,4,follow-me
1139,Natasha to Dasha, Did you just immediately read what I wrote?,2,2,4,follow-me
1140,Dasha, Yes. Hi everybody. //[UI],2,2,0,question
1141,Natasha, //[UI],2,2,0,question
1142,Alik," //We will have forty-five minutes. Don’t forget. You need to select a place. Don’t forget to use the data provided [UI]. Your mission is to join efforts to achieve the goals. If necessary, you can communicate with the group by corresponding in the chat with a five-minute delay. So, that’s it.",2,2,0,question
1143,Zhenya, This is what I wrote to the geologists:OK. Is that okay?,2,2,4,follow-me
1144,Zhenya, “Sent” means “sent”.,2,2,0,question
1145,Alik, What is OK?,2,2,4,follow-me
1146,Zhenya, OK and that’s it.,2,2,0,question
1147,Alik, //[UI],2,2,0,question
1148,Natasha, Fine…,2,2,0,question
1149,Alik, //But they aren’t asking “how are you?” You already answered.,2,2,4,follow-me
1150,Ryan, //Amazing.,2,2,0,question
1151,Alik, Fine.,2,2,0,question
1152,Ryan, What are the coordinates?,3,2,4,follow-me
1153,Dasha, What?,3,2,4,follow-me
1154,Alik, Ours… now…,3,2,0,question
1155,Natasha, //[UI},3,2,0,question
1156,Alik to Ryan, Eighteen comma fifty. Eighteen coma fifty. Here is our square.,3,2,0,question
1157,Dasha," //Eighteen fifty, right?",3,2,4,follow-me
1158,Alik, //Eighteen fifty.,3,2,0,question
1159,Zhenya, What do we need to do?,3,2,4,follow-me
1160,Dasha, //enter eighteen fifty on the plus sign…,3,2,0,question
1161,Ryan to Zhenya, //Here…,3,2,1,statement
1162,Zhenya, Eighteen fifty…,3,2,0,question
1163,Natasha, Okay…,3,2,0,question
1164,Zhenya," Then on this, right?",3,2,4,follow-me
1165,Natasha," //[UI], soil temperature…",3,2,0,question
1166,Nastya," Okay, next… What do we do?",3,2,4,follow-me
1167,Natasha," Oh, wow it’s like this… So here we enter [data] according to the old scheme?",3,2,0,question
1168,Alik," Yes, work with your data…",3,2,0,question
1169,Ryan to Zhenya, Here you need to select three…,3,2,0,question
1170,Zhenya," Mhm, any.",3,2,0,question
1171,Ryan, Yes… [UI]…location…plus…//[UI],3,2,0,question
1172,Nastya, // But why are they landing here? For the stone slab?,3,2,4,follow-me
1173,Natasha," Oh, here it goes…",3,2,0,question
1174,Alik, Well. No. It just says a flat place.,3,2,0,question
1175,Nastya," Yes, but there are rocky stone layers. [UI]",3,2,0,question
1176,Alik," Well yes, that’s good, that’s flat. That means we can land there.",3,2,0,question
1177,Nastya, But he doesn’t absolutely need to land there. [UI],3,2,0,question
1178,Alik," Well, there is no major difference.",3,2,0,question
1179,Ryan," For the first one, internal parts will be used by meteorologist specialist.",3,2,0,question
1180,Alik, Internal parts?,3,2,4,follow-me
1181,Ryan," Yes, so [UI]",3,2,0,question
1182,Natasha, Geology is the most difficult.,3,2,0,question
1183,Alik, //[UI],3,2,0,question
1184,Ryan, I wanna see. Higher… Higher…,3,2,0,question
1185,Dasha, Higher?,3,2,4,follow-me
1186,Alik, //[UI],3,2,0,question
1187,Natasha, //[UI],3,2,0,question
1188,Ryan, //[UI],3,2,0,question
1189,Nastya," So, just do our part, right?",3,2,4,follow-me
1190,Ryan, Mhm.,3,2,0,question
1191,Ryan, Who is maintenance in Chicago?,3,2,4,follow-me
1192,Alik, Maintenance…,3,2,0,question
1193,Nastya to Alik, You are…,3,2,0,question
1194,Alik to Nastya," No, I am materials.",3,2,0,question
1195,Nastya, Then the blonde girl. What’s her name? Sorry…,3,2,4,follow-me
1196,Alik," That chat doesn’t say when we sent messages, right? The time?",3,2,4,follow-me
1197,Natasha, [UI],3,2,0,question
1198,Natasha, [UI],3,2,0,question
1199,Dasha to Alik, What did you say about the surface?,3,2,4,follow-me
1200,Alik, That’s a flat surface.,3,2,0,question
1201,Dasha, Flat is all stone?,3,2,4,follow-me
1202,Alik, There are no hills there.,3,2,0,question
1203,Natasha, There is no debris here Very clean.,3,2,0,question
1204,Dasha, She said debris is there. A lot of debris. Debris:is trash.,3,2,0,question
1205,Alik, This is debris.,3,2,0,question
1206,Natasha," No, I’m looking at [UI]",3,2,0,question
1207,Dasha to Alik, Let me look…,3,2,0,question
1208,Alik, Mhm…,3,2,1,statement
1209,Dasha," No, there’s another one there, where the coordinates are.",3,2,0,question
1210,Natasha, [UI],3,2,0,question
1211,Natasha, And you don’t need to respond to the hydrogeologist specifically //[UI],3,2,0,question
1212,Ryan, I already did.,3,2,0,question
1213,Natasha, You already did?,3,2,4,follow-me
1214,Ryan, Yes.,3,2,0,question
1215,Nastya," I want to make a joke, but…",3,2,0,question
1216,Zhenya, Joke away.,3,2,0,question
1217,Ryan to Nastya, Go ahead.,3,2,0,question
1218,Zhenya to Nastya, Don’t be shy.,3,2,0,question
1219,Natasha to Nastya," Come on, come on, come on.",3,2,0,question
1220,Nastya, These are the longest five minutes I’ve waited for a message from [UI]. I wrote so long ago.,3,2,0,question
1221,Zhenya," Well, he just can’t check his messages right now.",3,2,0,question
1222,Alik, He left the room.,3,2,0,question
1223,Zhenya," When he’s finished writing his paper, he’ll be back Oh!",3,2,0,question
1224,Nastya," Remember, it’s just a five-minute difference.",3,2,0,question
1225,Alik, [UI],3,2,0,question
1226,Nastya," [UI]. Fine, I’m kidding. A joke.",3,2,0,question
1227,Alik, What’s his name?,3,2,4,follow-me
1228,Nastya, [whispering] [UI],3,2,0,question
1229,Zhenya, Maximillian.,3,2,0,question
1230,Alik," Ah, Max.",3,2,0,question
1231,Zhenya, For some reason no one answered me.,3,2,0,question
1232,Nastya, I understand. It’s so torturous.,3,2,0,question
1233,Zhenya, And I’m like “OK.”,3,2,0,question
1234,Alik, OK:you wrote two letters. Are they answering anyone at all?,3,2,4,follow-me
1235,Nastya, No.,3,2,0,question
1236,Natasha," Ah, yes. Her:biomechanical engineer…",3,2,0,question
1237,Dasha to Natasha," A mechanical:that’s you, right?",3,2,4,follow-me
1238,Natasha to Dasha," Yes, I’m mechanical.",3,2,0,question
1239,Dasha," Okay, I found our girl.",3,2,0,question
1240,Natasha, [UI],3,2,0,question
1241,Dasha," And here on the pump, who fills this in?",3,2,4,follow-me
1242,Natasha, Are you writing in the triangle? About the pump:I do.,3,2,4,follow-me
1243,Dasha, Well yes.,3,2,0,question
1244,Natasha," You’re writing in the triangle, right? Not in the hexagon.",3,2,4,follow-me
1245,Dasha," Well, no. In the chat.",3,2,0,question
1246,Natasha," Well, yeah. In the chat where you see the triangle or over there with the hexagon?",3,2,4,follow-me
1247,Dasha," Triangle, and inside the hexagon.",3,2,0,question
1248,Natasha," Yes, there, there.",3,2,0,question
1249,Natasha," Did you pick this for the first filter? Oy, what do you have, for the pipes?... Pipe materials, right?",3,2,4,follow-me
1250,Dasha," Yes, yes. But I only have a pipe and its width. I picked the pipe, and the width:let me think.",3,2,0,question
1251,Natasha, We’ll see now…,3,2,0,question
1252,Natasha, Do you write “choose’ with two O’s? Why didn’t you write with double O?,3,2,4,follow-me
1253,Dasha, Because it’s past tense.,3,2,0,question
1254,Natasha, So…,3,2,3,backchannel
1255,Dasha to Ryan, Are you hiding something from me over there?,3,2,4,follow-me
1256,Ryan, Hm?,3,2,4,follow-me
1257,Dasha, You keep using your hand…,3,2,0,question
1258,Alik, [UI],3,2,0,question
1259,Dasha to Natasha, Do you have anything yet?,3,2,4,follow-me
1260,Natasha, I have this…,3,2,0,question
1261,Dasha," Well, between us… Oh!",3,2,0,question
1262,Natasha, Oh!,3,2,0,question
1263,Ryan, Question.,3,2,0,question
1264,Zhenya, What do we need here?,3,2,4,follow-me
1265,Alik, Choose…,3,2,0,question
1266,Zhenya, Yourself or what?,3,2,4,follow-me
1267,Alik, No. Whom do you rely on?,3,2,4,follow-me
1268,Nastya, On myself.,3,2,0,question
1269,Zhenya," So, Ryan, who do we have? Meteorologist.",3,2,4,follow-me
1270,Alik, And what [UI] to look for?,3,2,0,question
1271,Nastya," In this assignment, right? Correct?",3,2,4,follow-me
1272,Alik," Well, of course. [UI]",3,2,0,question
1273,Nastya, They read mine.,3,2,0,question
1274,Natasha," Shoot, what, do we have to choose?",3,2,4,follow-me
1275,Dasha, The last one…,3,2,0,question
1276,Natasha," Ah, got it. Exactly.",3,2,0,question
1277,Nastya," What, again?",3,2,4,follow-me
1278,Dasha to Natasha, And you only need to choose two of these? //Four?,3,2,4,follow-me
1279,Natasha," //I need a lot. Yes, four.",3,2,0,question
1280,Dasha, //Really?,3,2,4,follow-me
1281,Natasha," [UI], [UI] and this is the hardest- [SL]Voltage and discharge.",3,2,0,question
1282,Dasha, Lets write 1700 for voltage… We were supposed to agree.,3,2,0,question
1283,Natasha," Okay, looking now [UI]",3,2,0,question
1284,Nastya to Zhenya, You [UI] someone?,3,2,0,question
1285,Ryan to Zhenya," Good. Give it to me, please…",3,2,0,question
1286,Nastya," So… you’re our mechanical engineer. And you, Dasha?",3,2,4,follow-me
1287,Dasha, I’m the hydro… [To Natasha] But what are you for this here?,3,2,0,question
1288,Natasha," I don’t really understand, but I think that’s for me.",3,2,0,question
1289,Nastya to Dasha, You’re the hydrogeologist?,3,2,4,follow-me
1290,Dasha," I am, yes.",3,2,0,question
1291,Nastya to Dasha, You’re the hydrogeologist?,3,2,4,follow-me
1292,Dasha," I am, yes!",3,2,0,question
1293,Nastya, Sorry.,3,2,0,question
1294,Dasha, //What’s with you? I had to answer you twice.,3,2,4,follow-me
1295,Alik, //Not alike or something?,3,2,4,follow-me
1296,Natasha to Dasha, You’re the engineer!,3,2,0,question
1297,Dasha," //Oy, I’m the engineer.",3,2,0,question
1298,Nastya, //[UI],3,2,0,question
1299,Dasha, //I forgot all the information! [UI],3,2,0,question
1300,Nastya, //[UI],3,2,0,question
1301,Dasha, //[UI] Sorry.,3,2,0,question
1302,Nastya, No big deal.,3,2,0,question
1303,Dasha, Why is no one writing to me? //[singing] “No one for the colonel…”,4,2,0,question
1304,Nastya," Okay, take it…",4,2,0,question
1305,Dasha," Tell me, please, for [SL] “five restrictions” the more the better or is that worse? …That’s the first line.",4,2,0,question
1306,Alik, Less is better.,4,2,0,question
1307,Dasha, Less is better?,4,2,4,follow-me
1308,Alik, Yes. To use less materials.,4,2,0,question
1309,Dasha, [UI],4,2,0,question
1310,Alik," Well, do you know the diameter, the size?",4,2,4,follow-me
1311,Dasha, I’m talking about “five restrictions.”,4,2,0,question
1312,Alik," Where are they, here?... [UI]…// [UI]",4,2,0,question
1313,Dasha," So, you’re saying //less is better, right?",4,2,4,follow-me
